record_id,doi,doi_split,hydrogel_name,hydrogel_format,polymer_backbone,monomers,monomer_ratios,crosslinker,crosslinker_concentration,synthesis_method,preparation_solvent,preparation_pH,preparation_temp_C,gelation_time,post_treatment,functional_groups,ligand_or_affinity_group,filler_or_composite,charge_class,responsive_type,swelling_ratio,water_content_pct,porosity_pct,pore_size_value,pore_size_unit,mesh_size,surface_area,particle_size,thickness,roughness,zeta_potential_mV,contact_angle_deg,young_modulus,degradation_or_stability,protein_name,protein_abbreviation,protein_species_or_source,protein_mw_kDa,protein_pI,protein_charge_at_pH,experiment_mode,pH,temperature_C,contact_time,contact_time_unit,buffer,salt_type,salt_concentration,hydrogel_dosage,solution_volume,flow_rate,detection_method,replicate_count,target_name,target_value,target_unit,target_direction,outcome_label,mechanism_tags,source_quality_score,extraction_confidence,article_title
PHA-87a16ab0cb-010,10.1021/acsami.2c19877,train,HAMC with PLA-b-PCB-CONHtBu nanoparticles,100 uL physically cross-linked nanocomposite hydrogel,"[""sodium hyaluronate"",""methylcellulose"",""poly(lactide-block-carboxybetaine)""]","[""D,L-lactide"",""DMAPMA-derived carboxybetaine""]",,[],,"NPs mixed with protein, sodium hyaluronate 1.4 mg, and methylcellulose 3.0 mg per 100 uL gel",water,,ambient conditions,,,"[""quaternary ammonium"",""tert-butyl amide""]","[""cationic CONHtBu surface group""]","[""10 wt% PLA-b-PCB-CONHtBu nanoparticles""]",cationic nonhydrolyzing nanoparticle in HAMC,"[""nonhydrolyzing amide surface"",""physically cross-linked HAMC""]",,,,,,,,74.2 +/- 3.3 nm,,,29.8,,,,transferrin-AF488,Tf-AF488,human,,6,negative in physiological PBS,in vitro nanocomposite hydrogel release,,37,7 d,,PBS,PBS,,10 mg NPs per 100 uL gel,900 uL release medium,,"fluorescence, excitation/emission 490/525 nm",,recovery_pct,38.0,%,maximize,transferrin release from CONHtBu nanocomposite in PBS,"[""electrostatic adsorption"",""hydrophobic interaction"",""nonhydrolyzing surface""]",3,,Protein Release by Controlled Desorption from Transiently Cationic Nanoparticles
PHA-87a16ab0cb-011,10.1021/acsami.2c19877,train,HAMC with PLA-b-PCB-CONHtBu nanoparticles,100 uL physically cross-linked nanocomposite hydrogel,"[""sodium hyaluronate"",""methylcellulose"",""poly(lactide-block-carboxybetaine)""]","[""D,L-lactide"",""DMAPMA-derived carboxybetaine""]",,[],,"NPs mixed with protein, sodium hyaluronate 1.4 mg, and methylcellulose 3.0 mg per 100 uL gel",water,,ambient conditions,,,"[""quaternary ammonium"",""tert-butyl amide""]","[""cationic CONHtBu surface group""]","[""10 wt% PLA-b-PCB-CONHtBu nanoparticles""]",cationic nonhydrolyzing nanoparticle in HAMC,"[""nonhydrolyzing amide surface"",""physically cross-linked HAMC""]",,,,,,,,74.2 +/- 3.3 nm,,,29.8,,,,transferrin-AF488,Tf-AF488,human,,6,negative in physiological PBS,in vitro nanocomposite hydrogel release with competitor protein,,37,7 d,,PBS with 5 mg/mL BSA,PBS,,10 mg NPs per 100 uL gel,900 uL release medium,,"fluorescence, excitation/emission 490/525 nm",,recovery_pct,59.0,%,maximize,transferrin release from CONHtBu nanocomposite with BSA competitor,"[""competitive protein adsorption"",""electrostatic adsorption"",""hydrophobic interaction""]",3,,Protein Release by Controlled Desorption from Transiently Cationic Nanoparticles
PHA-87a16ab0cb-018,10.1021/acsami.2c19877,train,HAMC with PLA-b-PCB-CONHEt nanoparticles,100 uL physically cross-linked nanocomposite hydrogel,"[""sodium hyaluronate"",""methylcellulose"",""poly(lactide-block-carboxybetaine)""]","[""D,L-lactide"",""DMAPMA-derived carboxybetaine""]",,[],,"NPs mixed with protein, sodium hyaluronate 1.4 mg, and methylcellulose 3.0 mg per 100 uL gel",water,,ambient conditions,,,"[""quaternary ammonium"",""ethyl amide""]","[""cationic CONHEt surface group""]","[""10 wt% PLA-b-PCB-CONHEt nanoparticles""]",cationic nonhydrolyzing nanoparticle in HAMC,"[""nonhydrolyzing amide surface"",""physically cross-linked HAMC""]",,,,,,,,73.7 +/- 11.1 nm,,,31.5,,,,panitumumab-AF488,Pan-AF488,anti-EGFR IgG2 monoclonal antibody,147,6.8,negative but near neutral relative to lower-pI proteins,in vitro nanocomposite hydrogel release,,37,7 d release reduction outcome; bioactivity at 14 d,,PBS,PBS,,10 mg NPs per 100 uL gel,900 uL release medium,,"fluorescence, excitation/emission 490/525 nm",,diffusivity reduction versus gel alone,40.0,%,context_dependent,panitumumab diffusivity reduction by CONHEt nanocomposite,"[""electrostatic adsorption"",""hydrophobic interaction"",""protein pI effect"",""protein size effect""]",3,,Protein Release by Controlled Desorption from Transiently Cationic Nanoparticles
PHA-87a16ab0cb-019,10.1021/acsami.2c19877,train,HAMC with PLA-b-PCB-CONHtBu nanoparticles,100 uL physically cross-linked nanocomposite hydrogel,"[""sodium hyaluronate"",""methylcellulose"",""poly(lactide-block-carboxybetaine)""]","[""D,L-lactide"",""DMAPMA-derived carboxybetaine""]",,[],,"NPs mixed with protein, sodium hyaluronate 1.4 mg, and methylcellulose 3.0 mg per 100 uL gel",water,,ambient conditions,,,"[""quaternary ammonium"",""tert-butyl amide""]","[""cationic CONHtBu surface group""]","[""10 wt% PLA-b-PCB-CONHtBu nanoparticles""]",cationic nonhydrolyzing nanoparticle in HAMC,"[""nonhydrolyzing amide surface"",""physically cross-linked HAMC""]",,,,,,,,74.2 +/- 3.3 nm,,,29.8,,,,panitumumab-AF488,Pan-AF488,anti-EGFR IgG2 monoclonal antibody,147,6.8,negative but near neutral relative to lower-pI proteins,in vitro nanocomposite hydrogel release,,37,7 d release reduction outcome; bioactivity at 14 d,,PBS,PBS,,10 mg NPs per 100 uL gel,900 uL release medium,,"fluorescence, excitation/emission 490/525 nm",,diffusivity reduction versus gel alone,76.0,%,context_dependent,panitumumab diffusivity reduction by CONHtBu nanocomposite,"[""electrostatic adsorption"",""hydrophobic interaction"",""protein pI effect"",""protein size effect""]",3,,Protein Release by Controlled Desorption from Transiently Cationic Nanoparticles
PHA-d691ec8901-001,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""pH-responsive"",""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,cytochrome c,,bovine heart,,,positive,batch equilibrium adsorption,7.4,,1 h,,0.1x PBS,PBS,,0.5 mg/mL,0.6 mL,,visible absorbance at 405 nm,,q_norm_mg_g,870.0,mg/g,maximize,average cytochrome c adsorption in low ionic strength buffer,"[""electrostatic attraction""]",3,0.94,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-d691ec8901-002,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""pH-responsive"",""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,lysozyme,,hen egg,,11.35,positive,batch equilibrium adsorption,7.4,,1 h,,0.1x PBS,PBS,,0.5 mg/mL,0.6 mL,,UV absorbance at 280 nm,,q_norm_mg_g,729.0,mg/g,maximize,average lysozyme adsorption in low ionic strength buffer,"[""electrostatic attraction""]",3,0.94,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-d691ec8901-003,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""pH-responsive"",""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,trypsin,,bovine,,,positive,batch equilibrium adsorption,7.4,,1 h,,0.1x PBS,PBS,,0.5 mg/mL,0.6 mL,,MicroBCA colorimetric assay,,q_norm_mg_g,524.0,mg/g,maximize,average trypsin adsorption in low ionic strength buffer,"[""electrostatic attraction""]",3,0.93,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-d691ec8901-004,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""pH-responsive"",""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,lactoferrin,,human,,,positive,batch equilibrium adsorption,7.4,,1 h,,0.1x PBS,PBS,,0.5 mg/mL,0.6 mL,,MicroBCA colorimetric assay,,q_norm_mg_g,365.0,mg/g,maximize,average lactoferrin adsorption in low ionic strength buffer,"[""electrostatic attraction""]",3,0.93,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-d691ec8901-005,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,cytochrome c,,bovine heart,,,positive,batch equilibrium adsorption,7.4,,1 h,,1x PBS,PBS,0.162 M ionic strength,0.5 mg/mL,0.6 mL,,visible absorbance at 405 nm,,decrease in binding from 0.1x PBS to 1x PBS,91.7,%,context_dependent,decrease in cytochrome c adsorption in physiological ionic strength buffer,"[""ionic strength screening"",""electrostatic attraction""]",3,0.91,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-d691ec8901-006,10.1021/acsami.2c20857,test,multifunctional anionic amphiphilic hydrogel microparticles,crushed microgel microparticles less than 45 micrometers,"[""methacrylic acid"",""acrylamide"",""hydrophobic methacrylate comonomer""]","[""methacrylic acid"",""acrylamide"",""methyl methacrylate"",""tert-butyl methacrylate"",""benzyl methacrylate""]",,"[""methylene bis(acrylamide)""]",,"UV-initiated free radical polymerization followed by drying, crushing, sieving, and swelling",,,,,,"[""carboxylic acid"",""amide"",""hydrophobic ester side groups""]",[],[],anionic,"[""ionic strength-responsive""]",,,,,,,,less than 45 micrometers,,,,,,,lysozyme,,hen egg,,11.35,positive,batch equilibrium adsorption,7.4,,1 h,,1x PBS,PBS,0.162 M ionic strength,0.5 mg/mL,0.6 mL,,UV absorbance at 280 nm,,decrease in binding from 0.1x PBS to 1x PBS,41.5,%,context_dependent,decrease in lysozyme adsorption in physiological ionic strength buffer,"[""ionic strength screening"",""electrostatic attraction"",""hydrophobic interaction""]",3,0.91,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition
PHA-672b86ed7d-001,10.1021/acsami.5b03325,train,rGO/polymer composite hydrogel HG1OH,3D porous hydrogel monolith,"[""reduced graphene oxide"",""poly(methyl methacrylate-co-butyl acrylate-co-2-hydroxyethyl methacrylate)""]","[""methyl methacrylate"",""butyl acrylate"",""2-hydroxyethyl methacrylate""]",,[],,self-assembly of GO platelets in polymer latex matrix with ascorbic acid reduction,,,,,,"[""OH"",""oxygen-containing groups on graphene oxide"",""carboxyl"",""hydroxyl"",""carbonyl"",""epoxy""]",[],"[""reduced graphene oxide"",""polymer latex nanoparticles""]",,[],,,,,,,,,,,,,,,laccase,,crude laccase from Trametes pubescens,,,,batch immobilization,4.5,,72 h,,25 mM succinate buffer used for washing and storage after immobilization,,,5.43 ± 0.38 g hydrogel support,15 mL,,bound laccase and bound protein determined by difference between initial and residual laccase and protein concentrations,,binding_efficiency_pct,58.5,%,maximize,laccase immobilization on HG1OH,"[""adsorption/contact immobilization"",""covalent attachment""]",3,0.96,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels"
PHA-672b86ed7d-002,10.1021/acsami.5b03325,train,rGO/polymer composite hydrogel HG3OH,3D porous hydrogel monolith,"[""reduced graphene oxide"",""poly(methyl methacrylate-co-butyl acrylate-co-2-hydroxyethyl methacrylate)""]","[""methyl methacrylate"",""butyl acrylate"",""2-hydroxyethyl methacrylate""]",,[],,self-assembly of GO platelets in polymer latex matrix with ascorbic acid reduction,,,,,,"[""OH"",""oxygen-containing groups on graphene oxide"",""carboxyl"",""hydroxyl"",""carbonyl"",""epoxy""]",[],"[""reduced graphene oxide"",""polymer latex nanoparticles""]",,[],,,,,,,,,,,,,,,laccase,,crude laccase from Trametes pubescens,,,,batch immobilization,4.5,,72 h,,25 mM succinate buffer used for washing and storage after immobilization,,,5.43 ± 0.38 g hydrogel support,15 mL,,bound laccase and bound protein determined by difference between initial and residual laccase and protein concentrations,,binding_efficiency_pct,70.0,%,maximize,laccase immobilization on HG3OH,"[""adsorption/contact immobilization"",""covalent attachment""]",3,0.96,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels"
PHA-672b86ed7d-003,10.1021/acsami.5b03325,train,rGO/polymer composite hydrogel HG1Br,3D porous hydrogel monolith,"[""reduced graphene oxide"",""poly(methyl methacrylate-co-butyl acrylate-co-4-bromostyrene)""]","[""methyl methacrylate"",""butyl acrylate"",""4-bromostyrene""]",,[],,self-assembly of GO platelets in polymer latex matrix with ascorbic acid reduction,,,,,,"[""Br"",""oxygen-containing groups on graphene oxide"",""carboxyl"",""hydroxyl"",""carbonyl"",""epoxy""]",[],"[""reduced graphene oxide"",""polymer latex nanoparticles""]",,[],,,,,,,,,,,,,storage modulus at 10 rad/s reported as 9.8 × 10^6 Pa for HG1Br,,laccase,,crude laccase from Trametes pubescens,,,,batch immobilization,4.5,,72 h,,25 mM succinate buffer used for washing and storage after immobilization,,,5.43 ± 0.38 g hydrogel support,15 mL,,bound laccase and bound protein determined by difference between initial and residual laccase and protein concentrations,,binding_efficiency_pct,65.4,%,maximize,laccase immobilization on HG1Br,"[""adsorption/contact immobilization"",""covalent attachment""]",3,0.96,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels"
PHA-672b86ed7d-004,10.1021/acsami.5b03325,train,rGO/polymer composite hydrogel HG3Br,3D porous hydrogel monolith,"[""reduced graphene oxide"",""poly(methyl methacrylate-co-butyl acrylate-co-4-bromostyrene)""]","[""methyl methacrylate"",""butyl acrylate"",""4-bromostyrene""]",,[],,self-assembly of GO platelets in polymer latex matrix with ascorbic acid reduction,,,,,,"[""Br"",""oxygen-containing groups on graphene oxide"",""carboxyl"",""hydroxyl"",""carbonyl"",""epoxy""]",[],"[""reduced graphene oxide"",""polymer latex nanoparticles""]",,[],,,,,,,,,,,,,,,laccase,,crude laccase from Trametes pubescens,,,,batch immobilization,4.5,,72 h,,25 mM succinate buffer used for washing and storage after immobilization,,,5.43 ± 0.38 g hydrogel support,15 mL,,bound laccase and bound protein determined by difference between initial and residual laccase and protein concentrations,,binding_efficiency_pct,75.9,%,maximize,laccase immobilization on HG3Br,"[""adsorption/contact immobilization"",""covalent attachment""]",3,0.96,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels"
PHA-672b86ed7d-005,10.1021/acsami.5b03325,train,neat graphene hydrogel HGSL,3D porous graphene hydrogel monolith,"[""reduced graphene oxide""]",[],,[],,self-assembly of graphene oxide platelets by reduction,,,,,,"[""oxygen-containing groups on graphene oxide"",""carboxyl"",""hydroxyl"",""carbonyl"",""epoxy""]",[],"[""reduced graphene oxide""]",,[],,,,,,,,,,,,,storage modulus at 10 rad/s reported as 2.1 × 10^6 Pa for neat graphene hydrogel HGSL,,laccase,,crude laccase from Trametes pubescens,,,,batch immobilization,4.5,,72 h,,25 mM succinate buffer used for washing and storage after immobilization,,,5.43 ± 0.38 g hydrogel support,15 mL,,bound laccase and bound protein determined by difference between initial and residual laccase and protein concentrations,,binding_efficiency_pct,73.8,%,maximize,laccase immobilization on HGSL,"[""adsorption/contact immobilization"",""covalent attachment""]",3,0.95,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels"
PHA-776a693b02-004,10.1021/acsami.9b17328,train,PD-1-functionalized pNIPAm-co-AAc nanogel biochip,nanogel-functionalized SPR gold chip,pNIPAm-co-AAc,"[""N-isopropylacrylamide"",""acrylic acid""]",,"N,N'-methylenebisacrylamide",,aqueous free-radical precipitation polymerization followed by EDC/NHS coupling with PD-1 receptor solution and immobilization on cysteamine-functionalized gold chip,,,,,,"[""carboxylate"",""PD-1 protein""]",PD-1 antigen,"[""gold SPR chip""]",negative neat nanogel due to carboxylate groups,"[""bioresponsive"",""multivalent-antibody-binding responsive"",""deswelling response""]",,,,,,,,approximately 700 nm diameter for neat nanogel,,,,,,,PD-1 IgG antibody,PD-1 IgG,,,,,SPR injection over PD-1-functionalized nanogel chip,,25,60 s analyte injection,,PBS running buffer for analytes,,,,,2 uL/min,SPR,,KD,3.78e-09,M,context_dependent,amplified SPR signal and kinetic binding for PD-1 IgG multivalent binding,"[""antigen-antibody binding"",""IgG divalent binding"",""multivalent protein binding"",""nanogel cross-linking"",""SPR amplification""]",3,0.9,Label-Free Analysis of Multivalent Protein Binding Using Bioresponsive Nanogels and Surface Plasmon Resonance (SPR)
PHA-776a693b02-005,10.1021/acsami.9b17328,train,protein A-functionalized pNIPAm-co-AAc nanogel biochip,nanogel-functionalized SPR gold chip,pNIPAm-co-AAc,"[""N-isopropylacrylamide"",""acrylic acid""]",,"N,N'-methylenebisacrylamide",,aqueous free-radical precipitation polymerization followed by EDC/NHS coupling with protein A receptor solution and immobilization on cysteamine-functionalized gold chip,,,,,,"[""carboxylate"",""protein A""]",protein A,"[""gold SPR chip""]",negative neat nanogel due to carboxylate groups,"[""bioresponsive"",""monovalent-binding comparator""]",,,,,,,,approximately 700 nm diameter for neat nanogel,,,,,,,PD-1 IgG antibody,PD-1 IgG,,,,,SPR injection over protein A-functionalized nanogel chip,,25,60 s analyte injection,,PBS running buffer for analytes,,,,,2 uL/min,SPR,,KD,1.8e-08,M,context_dependent,monovalent Fc binding of PD-1 IgG to protein A nanogel,"[""protein A-Fc binding"",""monovalent binding"",""control"",""lower SPR amplification""]",3,0.9,Label-Free Analysis of Multivalent Protein Binding Using Bioresponsive Nanogels and Surface Plasmon Resonance (SPR)
PHA-17b20f5a23-001,10.1021/acsapm.2c00302,train,pristine PET membrane,track-etched membrane support,"[""poly(ethylene terephthalate)""]",[],,[],,,,,,,,[],[],[],,[],,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,static adsorption,,,,,,,,,,,,,surface_adsorption_ug_cm2,67.0,ug/cm2,context_dependent,BSA adsorption on pristine PET,"[""hydrophobic fouling""]",2,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-17b20f5a23-004,10.1021/acsapm.2c00302,train,MGVS-150 zwitterionic microgel membrane,cross-linked microgel selective layer on PET track-etched membrane,"[""poly(N-isopropylacrylamide-co-2-aminoethyl methacrylate-co-vinylimidazole propane sultone)""]","[""N-isopropyl acrylamide"",""2-aminoethyl methacrylate"",""vinylimidazole propane sultone""]",,"[""N,N'-methylene bis(acrylamide)"",""glutaraldehyde""]",,suction filtration of MG-20 dispersion at 150 ug cm-2 followed by glutaraldehyde cross-linking,,,,,,"[""zwitterionic imidazolium/sulfonate"",""amine"",""secondary amide""]",[],"[""PET support""]",zwitterionic overall electrically neutral,"[""thermoresponsive""]",,,,,,,,,,,,39,,,fluorescein isothiocyanate-labeled bovine serum albumin,FITC-BSA,bovine,,,,static fluorescence adsorption imaging,,,,,,,,150 ug cm-2 microgel concentration on membrane surface,,,fluorescence imaging/intensity,,FITC-BSA fluorescence intensity,0.15,a.u.,context_dependent,FITC-BSA fluorescence intensity on MGVS-150,"[""zwitterionic hydration layer"",""hydrophilicity"",""antifouling""]",2,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-17b20f5a23-005,10.1021/acsapm.2c00302,train,MGVS-50 zwitterionic microgel membrane,cross-linked microgel selective layer on PET track-etched membrane,"[""poly(N-isopropylacrylamide-co-2-aminoethyl methacrylate-co-vinylimidazole propane sultone)""]","[""N-isopropyl acrylamide"",""2-aminoethyl methacrylate"",""vinylimidazole propane sultone""]",,"[""N,N'-methylene bis(acrylamide)"",""glutaraldehyde""]",,suction filtration of MG-20 dispersion at 50 ug cm-2 followed by glutaraldehyde cross-linking,,,,,,"[""zwitterionic imidazolium/sulfonate"",""amine"",""secondary amide""]",[],"[""PET support""]",zwitterionic overall electrically neutral,"[""thermoresponsive""]",,,,,,,,,,,,57,,,bovine serum albumin,BSA,bovine,,,,dead-end filtration dynamic fouling,7.4,,,,PBS,,,50 ug cm-2 microgel concentration on membrane surface,,,Bradford assay for BSA rejection; flux measurements for FR,,recovery_pct,90.0,%,maximize,BSA dynamic fouling on MGVS-50,"[""size exclusion"",""weak protein adhesion"",""reversible fouling"",""zwitterionic hydrophilicity""]",3,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-17b20f5a23-006,10.1021/acsapm.2c00302,train,MGVS-100 zwitterionic microgel membrane,cross-linked microgel selective layer on PET track-etched membrane,"[""poly(N-isopropylacrylamide-co-2-aminoethyl methacrylate-co-vinylimidazole propane sultone)""]","[""N-isopropyl acrylamide"",""2-aminoethyl methacrylate"",""vinylimidazole propane sultone""]",,"[""N,N'-methylene bis(acrylamide)"",""glutaraldehyde""]",,suction filtration of MG-20 dispersion at 100 ug cm-2 followed by glutaraldehyde cross-linking,,,,,,"[""zwitterionic imidazolium/sulfonate"",""amine"",""secondary amide""]",[],"[""PET support""]",zwitterionic overall electrically neutral,"[""thermoresponsive""]",,,,,,,,,,,,49,,,bovine serum albumin,BSA,bovine,,,,dead-end filtration dynamic fouling,7.4,,,,PBS,,,100 ug cm-2 microgel concentration on membrane surface,,,Bradford assay for BSA rejection; flux measurements for FR,,recovery_pct,93.3,%,maximize,BSA dynamic fouling on MGVS-100,"[""size exclusion"",""weak protein adhesion"",""reversible fouling"",""zwitterionic hydrophilicity""]",3,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-17b20f5a23-007,10.1021/acsapm.2c00302,train,MGVS-150 zwitterionic microgel membrane,cross-linked microgel selective layer on PET track-etched membrane,"[""poly(N-isopropylacrylamide-co-2-aminoethyl methacrylate-co-vinylimidazole propane sultone)""]","[""N-isopropyl acrylamide"",""2-aminoethyl methacrylate"",""vinylimidazole propane sultone""]",,"[""N,N'-methylene bis(acrylamide)"",""glutaraldehyde""]",,suction filtration of MG-20 dispersion at 150 ug cm-2 followed by glutaraldehyde cross-linking,,,,,,"[""zwitterionic imidazolium/sulfonate"",""amine"",""secondary amide""]",[],"[""PET support""]",zwitterionic overall electrically neutral,"[""thermoresponsive""]",,,,,,,,,,,,39,,,bovine serum albumin,BSA,bovine,,,,dead-end filtration dynamic fouling,7.4,,,,PBS,,,150 ug cm-2 microgel concentration on membrane surface,,,Bradford assay for BSA rejection; flux measurements for FR,,recovery_pct,94.0,%,maximize,BSA dynamic fouling on MGVS-150,"[""size exclusion"",""weak protein adhesion"",""reversible fouling"",""zwitterionic hydrophilicity""]",3,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-17b20f5a23-008,10.1021/acsapm.2c00302,train,neat PET membrane,track-etched membrane support,"[""poly(ethylene terephthalate)""]",[],,[],,,,,,,,[],[],[],,[],,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,dead-end filtration dynamic fouling,7.4,,,,PBS,,,,,,flux measurements,,recovery_pct,51.0,%,maximize,BSA dynamic fouling on neat PET,"[""protein fouling"",""lower flux recovery""]",3,,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels
PHA-b4c9e12a5a-001,10.1021/acsapm.2c01300,train,OsPEI@NaBr/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium bromide and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with bromide counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly; electrochemical testing used 50 mM HEPES + 100 mM NaCl,NaBr,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS""]",,surface_adsorption_ug_cm2,3.82,ug/cm2,context_dependent,GOx adsorbed mass after first bilayer,"[""hydrophobic ion pairing"",""bromide-enhanced adsorption"",""layer-by-layer adsorption""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
PHA-b4c9e12a5a-002,10.1021/acsapm.2c01300,train,OsPEI@NaBr/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium bromide and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with bromide counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly,NaBr,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS""]",,surface_adsorption_ug_cm2,8.44,ug/cm2,context_dependent,GOx adsorbed mass after second bilayer,"[""GOx desorption"",""net exchange process"",""bromide-enhanced adsorption"",""hydrophobic interaction""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
