id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
4014,10.1002/jbm.a.32648,serum_medium_used_without_corona_measurement,"""Nanoparticle uptake experiments were performed in cell culture medium supplemented with bovine growth serum.""","The nanoparticles were exposed to a protein-containing medium, but adsorption/corona composition was not quantified.","Our current in vitro study was performed with NPs in cell culture medium supplemented with bovine growth serum. The protein adsorption pattern on the NPs in this medium could be different than what is encountered in a more physiological situation, that is, in blood.",exposure_conditions
4015,10.1016/j.ces.2010.02.010,enzyme_utilization_calculation,"{""CA_amount"": ""6.67×10−6 mol"", ""actual_converted_CO2"": ""1.68×10−7 mol CO2/s"", ""condition"": ""1000 mg/L CA, 0.1% CO2 feed"", ""ideal_CO2_hydration"": ""6.67 mol CO2/s""}",The paper reports calculated enzyme utilization rather than adsorption capacity.,"For CA concentration of 1000mg/L, the actual amount of CA is 6.67×10−6 mol. If all the enzymes are involved in catalytic reaction, the ideal amount of CO2 that can be hydrated is 6.67molCO2/s. However, the actual converted CO2 is only 1.68×10−7 molCO2/s given a feed of 0.1% CO2.",enzyme_utilization
4016,10.1016/j.ces.2010.02.010,hydrogel_layer_thickness,"""about 1.5 mm""",Hydrogel geometry is central to mass-transfer resistance and reactor design.,Two nylon meshes were used as the spacer to control the thickness of hydrogel layer and the thickness was about 1.5mm.,reactor_geometry
4017,10.1016/j.ces.2010.02.010,protein_distribution_observation,"""CA enzymes dispersed uniformly in the nanocomposite hydrogel""",Qualitative microscopy evidence of immobilized protein distribution in hydrogel.,The fluorescence photo of the hydrogel with immobilized enzyme is shown in Fig. 9 and the bright dots were labeled CA with FITC. The result showed that CA enzymes were dispersed uniformly in the nanocomposite hydrogel.,biointerface_imaging
4018,10.1016/j.ces.2010.02.010,long_run_stability,"""30 h stable separation performance""",Operational stability is a functional consequence of enzyme immobilization and hydrogel water retention.,Prolonged runs lasting 30h showed that separation performances of the membrane reactor were quite stable.,reactor_stability
4019,10.1016/j.colsurfb.2012.10.053,critical_PEGMa_concentration_for_BSA_resistance,"""20 wt.% PEGMa""",Paper-specific design threshold for near-minimal BSA adsorption on PNIPAm-co-PEGMa microgels.,20wt.% PEG is a critical concentration for minimizing protein adsorption on the copolymer.,design_rules
4020,10.1016/j.colsurfb.2012.10.053,surfactant_free_microarray_synthesis,"""microarray photopolymerization in mineral oil droplets without surfactant""",Synthesis avoids surfactant that could confound protein adsorption.,this technique does not utilize surfactants to stabilize the microgels; therefore it can be considered a surfactant-free process,synthesis_context
4021,10.1016/j.colsurfb.2012.10.053,BSA_hydrodynamic_equivalent_volume,"""163 nm3""",Used to justify that absorption into non-continuous pores is expected to be insignificant relative to surface adsorption.,the corresponding calculated volume of the hydrodynamically equivalent sphere of the BSA molecule is 163nm3,protein_physical_context
4022,10.1016/j.colsurfb.2012.10.053,reported_PNIPAm_based_pore_size_literature_context,"""60-100 nm internal pore size distribution""",Hydrogel porosity context affects adsorption versus absorption interpretation.,The internal pore size distribution of PNIPAm-based hydrogels has been found to be between 60 and 100nm in size,hydrogel_properties
4023,10.1016/j.colsurfb.2012.10.053,temperature_control_adsorption_value,"""PS latex: 23±2 mg BSA/mg PS particle with no change from 25 to 37 °C""",Non-hydrogel comparator supports temperature-responsive adsorption mechanism.,no change in BSA adsorption of 23±2mg BSA/mg PS particle is observed with an increase in temperature (from 25 to 37°C),controls
4024,10.1016/j.colsurfb.2012.10.053,qualitative_LSCM_adsorption_interpretation,"""brighter green FITC-BSA signal indicates higher protein adsorption""",Defines how microscopy images were interpreted for adsorption.,"Under the confocal microscope, a brighter fluorescent green color indicates a higher protein adsorption on the microgel.",assay_interpretation
4025,10.1002/pat.6213,non_adsorption_hydrogel_use,"""Cryogel used as a flow CO2 conversion reactor rather than a protein adsorbent.""",The article contains a hydrogel/cryogel and enzyme terminology but does not contain protein adsorption data.,Nano MoSe2 embedded p(HEMA) cryogels were used as a reactor in the flow conversion of CO2 into formic acid.,exclusion_rationale
4026,10.1002/pat.6213,reported_swelling_degree,"""Nano MoSe2 embedded MACys-Ru(bipyr)2-MACys-co-p(HEMA) cryogel: 1031%; p(HEMA) cryogel: 998.85%""","Quantitative hydrogel property is reported, but it is not an adsorption outcome.","The swelling degree and water capture capacity for nano MoSe2 embedded MACys-Ru(bipyr)2-MACys-co-p(HEMA) cryogel is 1031% and 9.33 mg water/mg polymer, respectively. On the other hand, the swelling degree and water capture capacity for p(HEMA) cryogel were found as 998.85% and 9.01 mg water/mg polymer, respectively.",hydrogel_properties_non_adsorption
4027,10.1002/pat.6213,reported_nanoparticle_size,"""~250 nm MoSe2 nanoparticles""",Material characterization relevant to the reactor but not protein adsorption.,"According to the data, the nanoparticle size was found ~250 nm.",material_characterization
4028,10.1002/jbm.a.37028,treated_pamps_preparation,"""ATDC5 cells were cultured on PAMPS gel disks for 7 days, cells were scraped off, gel disks were UV irradiated for 1 hr at 254 nm, then immersed in culture medium overnight.""",The adsorbed protein hydrogel sample is a biologically conditioned hydrogel rather than a simple purified-protein adsorption test.,"At Day 7, the cells were gently scraped off from each PAMPS gel disk... the gel disks were irradiated with UV... These PAMPS gel disks were defined as Treated-PAMPS gel disks.",hydrogel_conditioning
4029,10.1002/jbm.a.37028,protein_reservoir_function,"""PAMPS gel was claimed to function as a reservoir for cell-secreted ECM proteins.""",Mechanistic framing is central to the paper and connects adsorption to cell differentiation.,The present study demonstrated that PAMPS gel induced the chondrogenic differentiation of the ATDC5 cells via a novel protein reservoir function.,mechanism_annotations
4030,10.1002/jbm.a.37028,thbs1_fragment,"""Possible bioactive THBS1 form with 140 kDa was produced in Treated-PAMPS gel, in addition to 170 kDa THBS1.""",Protein processing inside/near the hydrogel may affect biological function and is not a standard adsorption metric.,"Of note, possible bioactive form of THBS1 with 140 kDa was produced in the treated-PAMPS gel, in addition to 170 kDa THBS1.",protein_processing
4031,10.1002/jbm.a.37028,recombinant_thbs1_effect,"""At 0.1 mg/ml recombinant THBS1-VH, Type II collagen expression at Day 7 was 2.48 +/- 0.23-fold on PAMPS gel versus 1.42 +/- 0.15-fold on PS dish; aggrecan was 9.53 +/- 2.37-fold on PAMPS versus 2.35 +/- 0.61-fold on PS.""",This is a biointerface outcome tied to the adsorbed THBS mechanism rather than a direct adsorption quantity.,"In the presence of 0.1 mg/ml rTHBS1-VH, the expression of Type II collagen was greatly increased to 2.48 +/- 0.23-fold on the PAMPS gel... aggrecan... 9.53 +/- 2.37-folds with rTHBS1.",biointerface_response
4032,10.1002/jbm.a.37028,thbs1_knockdown_effect,"""THBS1 knockdown suppressed PAMPS-induced collagen Type II and aggrecan expression, with complete suppression observed for shTHBS1-A.""",Functional perturbation supports a causal role for THBS1 in the hydrogel biointerface response.,"The knockdown of THBS1 suppressed the expression of these genes: in particular, complete suppression was observed with shTHBS1-A.",biointerface_response
4033,10.1002/anie.202108847,hydrogel_digestion_photoregulation,"{""gelatin_concentration"": ""20 mg mL-1"", ""gelation_temperature"": ""0 C"", ""incubation_temperature"": ""20 C"", ""inhibitor"": ""S10n ring-closed form"", ""inhibitor_concentration"": ""10 uM"", ""irradiation"": ""approximately 10 mW cm-2 for 3 min through a mask"", ""reported_result"": ""Gel liquefied only where light did not reach; irradiated regions remained intact because trypsin was inhibited by photoactivated S10n."", ""trypsin_concentration"": ""100 nM""}","This is hydrogel-related but is enzymatic degradation, not protein adsorption.","A water solution of gelatin (20 mg mL-1) was mixed with S10n (ring-closed form) and trypsin (10 uM and 100 nM final concentrations, respectively)... Incubation... resulted in liquefying of the gel only in places where the light did not reach the mixture.",hydrogel_degradation_or_photoregulation
4034,10.1016/j.carbpol.2025.123821,adsorption_assay_surface_normalization,"""average amount of protein adsorbed [μg] ± SD per 1 cm2 of sample""","The paper used surface-normalized adsorption, but the supplied context lacks the absolute Fig. 6 values.",The results were presented as the average amount of protein adsorbed [μg] ± SD per 1 cm2 of sample.,adsorption_assay_methods
4035,10.1016/j.carbpol.2025.123821,protein_adsorption_relative_rank,"""Cur gel > Cur/WPI gel for albumin, fibronectin, and fibrinogen""","The main extractable quantitative adsorption result is relative, not absolute.","The Cur gel had a significantly greater ability (p < 0.05) to adsorb proteins compared to the Cur/WPI gel, with amounts of human albumin, fibronectin, and fibrinogen approximately 8.3-, 3.0-, and 1.5-times higher.",relative_adsorption_outcomes
4036,10.1016/j.carbpol.2025.123821,albumin_amide_I_band_positions,"{""Cur_WPI_gel_Albumin_shifted_max_cm-1"": 1635, ""Cur_WPI_gel_max_cm-1"": 1637, ""Cur_gel_Albumin_max_cm-1"": 1655, ""pure_albumin_max_cm-1"": 1646}",Albumin conformation after adsorption is central to the authors' mechanism claim.,Cur/WPI gel_Albumin ... shift to 1635 cm−1 ... pure albumin maximum at ~1646 cm−1. For Cur gel_Albumin ... maximum towards higher wavenumbers (1655 cm−1). For Cur/WPI gel ... main band's maximum at 1637 cm−1.,protein_conformation_ftIR
4037,10.1016/j.carbpol.2025.123821,surface_free_energy_change,"""overall surface energy increased from 33 mN/m to 40 mN/m with WPI; major component switched from mostly dispersed in Cur gel to mostly polar in Cur/WPI gel""",Used by authors to explain lower adsorption but better protein conformation preservation on Cur/WPI gel.,"Surface Free Energy analysis (SFE) revealed that the presence of WPI slightly increased the overall surface energy (from 33 mN/m to 40 mN/m). Interestingly, a complete switch in the major component of SFE was observed: from mostly dispersed in Cur gel to mostly polar in Cur/WPI gel.",surface_properties
4038,10.1016/j.carbpol.2025.123821,roughness_values,"{""Cur_WPI_gel_Sa_um"": ""6.90 ± 0.27"", ""Cur_WPI_gel_Sq_um"": ""8.82 ± 0.51"", ""Cur_gel_Sa_um"": ""0.80 ± 0.13"", ""Cur_gel_Sq_um"": ""1.36 ± 0.26""}",Surface roughness was discussed as a factor in protein adsorption and cell response.,"Cur gel stood out with a root mean square height (Sq) of 1.36 ± 0.26 μm and an average roughness Sa of 0.80 ± 0.13 μm... Cur/WPI ... 6.90 ± 0.27 μm and 8.82 ± 0.51 for the Sa, Sq, respectively.",surface_properties
4039,10.1016/j.carbpol.2025.123821,Vroman_effect_discussion,"""Authors note albumin can adsorb first and later exchange with other proteins or form multilayers in blood.""","The paper used single-protein adsorption, but explicitly discusses limitations relative to blood mixtures.","In natural conditions, blood contains a mixture of proteins that occur in different concentrations. Importantly, when the biomaterial comes into contact with blood, albumin is the first to attach, but then its molecules can be exchanged for molecules of other proteins (the so-called Vroman effect).",assay_limitations
4040,10.1002/marc.200700024,sialyllactose_concentration_series,"[""200 x 10^-6 M"", ""400 x 10^-6 M"", ""800 x 10^-6 M"", ""1000 x 10^-6 M""]","Protein binding depended on carbohydrate ligand concentration in the hydrogel, but numeric ELISA values are not included in the supplied context.","Transparent membranes (200 micrometer thick) with different carbohydrate contents resulted from the copolymerization of 3 (200, 400, 800 and 1 000 x 10^-6 M), HEMA and HPMA in the presence of EGDMA.",hydrogel_formulation
4041,10.1002/marc.200700024,saturation_threshold_for_IgM_binding,"""above 1000 x 10^-6 M 3'-sialyllactose""",This is a ligand-density-dependent protein-binding saturation observation without extractable numeric capacity.,"The IgM binding is sugar concentration dependent, reaching a saturation limit above 1 000 x 10^-6 M.",adsorption_outcomes
4042,10.1002/marc.200700024,qualitative_surface_distribution,"""sparse and non-uniform sialyllactose distribution on hydrogel surface by WGA-gold TEM""",The article reports spatial heterogeneity of binding sites rather than a conventional adsorption capacity.,A sparse and non-uniform distribution of sialyllactose throughout the surface of the hydrogel was detected.,biointerface_imaging
4043,10.1002/marc.200700024,polymerization_conversion,"""average monomer conversion fraction 71%""",Hydrogel synthesis yield may affect ligand density and interpretation of protein binding.,The average value of the monomer conversion fraction during free radical copolymerization was 71%.,hydrogel_synthesis
4044,10.1002/marc.200700024,sialyllactose_incorporation_claim,"""no detectable acrylated sialyllactose or Neu5Ac in wash eluent; authors suggest quantitative incorporation""",Ligand incorporation was inferred from HPLC of sol fraction and affects protein-binding interpretation.,"No detectable trace of sialylated monomer 3, nor the Neu5Ac monosaccharide resulting from possible hydrolysis, was observed, suggesting the high reactivity of 3 and the quantitative incorporation of the oligosaccharide within the polymer.",ligand_incorporation
4045,10.1002/jbm.a.35385,wetting_agent_release,"""After 165 h, only 0.8% of incorporated HA-PEG 5a was released, whereas 50% of unmodified HA was released.""",Release behavior is not a protein adsorption metric but is central to the paper's modified-HA hydrogel design.,"After 165 h of incubation only 0.8% of incorporated 5a was released, whereas 50% of HA was released over the same time period.",wetting_agent_release
4046,10.1002/jbm.a.35385,lysozyme_concentration_rationale,"""1.9 mg/mL lysozyme was selected to closely match average in vivo tear film lysozyme concentrations.""",The adsorption assay concentration was chosen for physiological relevance to contact lens fouling.,A lysozyme concentration of 1.9 mg/mL was also used in the study as it closely matches average in vivo lysozyme tear film concentrations.,assay_conditions
4047,10.1002/jbm.a.35385,unmodified_HA_solubility_limitation,"""Unmodified HA was not soluble in the monomer formulations and produced heterogeneous HA distribution.""",This explains why unmodified HA hydrogels were not characterized for EWC or surface wettability and why modified HA was developed.,"Unmodified HA was not soluble in any of the monomer formulations tested in this study, instead it was only dispersed in the monomer solution and subsequently formed a hydrogel with heterogeneous HA distribution.",material_design_constraints
4048,10.1002/jbm.a.35385,numeric_adsorption_values_missing,"""Figure 3 apparently contains quantitative adsorption values, but the supplied context only gives qualitative comparisons.""",Records require manual figure extraction or digitization before numeric adsorption modeling.,Hydrogel discs were incubated in radio labeled lysozyme solution and then analyzed. Incorporation of 4b ... did not significantly decrease the amount of adsorbed lysozyme (Fig. 3) compared with its control.,extraction_quality_flags
4049,10.1016/j.biomaterials.2019.119451,HA_modification_extents,"{""MeHA"": {""high_pct"": 37.1, ""low_pct"": 12.5, ""medium_pct"": 19.8}, ""NorHA1"": {""high_pct"": 40.7, ""low_pct"": 13.0, ""medium_pct"": 20.7}, ""NorHA2"": {""high_pct"": 38.9, ""low_pct"": 9.8, ""medium_pct"": 19.3}}",Modification extent is the main design variable controlling CD44 binding but is not a standard adsorption condition.,"NorHA1...low 13.0%, med 20.7%, and high 40.7%; NorHA2...9.8%, 19.3%, and 38.9%; and MeHA...12.5%, 19.8%, and 37.1% modification.",hydrogel_design_variables
4050,10.1016/j.biomaterials.2019.119451,stochastic_CD44_binding_site_model,"{""10_pct_modification_sites"": 37, ""20_pct_modification_sites"": 27, ""40_pct_modification_sites"": 11, ""unmodified_75_kDa_HA_sites"": 50}",The paper models theoretical CD44 binding sites on modified HA chains rather than measuring adsorption capacity.,An unmodified HA molecule that is 75 kDa would theoretically have 198 disaccharides or approximately 50 binding sites available...10% modification...~37 sites...20% or 40%...~27 and 11 sites.,binding_site_model
4051,10.1016/j.biomaterials.2019.119451,hydrogel_property_matching,"{""elastic_modulus_kPa"": ""approximately 5"", ""mass_swelling_ratio"": ""approximately 25"", ""relative_diffusivity_um2_s"": ""approximately 5""}",Hydrogel physical properties were intentionally matched to isolate the effect of HA modification chemistry on CD44 adhesion.,"This allowed us to maintain various hydrogel properties such as the elastic modulus (~5 kPa), mass swelling ratio (~25), and relative diffusivity (~5 um2/s) across the hydrogels.",hydrogel_properties
4052,10.1016/j.biomaterials.2019.119451,AFM_probe_configuration,"{""BS3_concentration_mM"": 1, ""CD44_concentration_ug_mL"": 1, ""bead_diameter_um"": ""3.4 ± 0.7"", ""bead_material"": ""protein G coated polystyrene"", ""dwell_time"": ""zero"", ""indentation_speed_um_s"": 10, ""maximum_indentation_depth_um"": ""1.2 ± 0.9""}",Protein adsorption was assessed through receptor-functionalized bead adhesion rather than bulk depletion or surface mass measurement.,Protein G coated polystyrene beads (mean diameter 3.4 ± 0.7 um) were treated with recombinant human CD44 Fc chimera protein (1 ug/mL)...crosslinked using BS3...Hydrogels...were probed...at 10 um/s with zero dwell time and 1.2 ± 0.9 um maximum indentation depth.,assay_configuration
4053,10.1016/j.bioadv.2022.212787,mHACC substitution degree naming,"""p(HEMA-co-maHACCb), where a is MA substitution degree and b is mHACC content""",Hydrogel sample identity encodes both crosslinker substitution degree and formulation content.,"Different p(HEMA-co-mHACC) hydrogels were named as p(HEMA-co-maHACCb) hydrogels, where a is the substitution degree of MA on mHACC and b is the content of mHACC in the hydrogel.",hydrogel_formulation
4054,10.1016/j.bioadv.2022.212787,protein deposition calculation,"""PD ug/cm2 = m / (2 * pi * r^2), r = 0.5 cm""",Surface area normalization includes both sides of the circular hydrogel film.,"The deposited protein was quantified by microBCA analysis, and the protein deposition was calculated according to formula PD ug/cm2 = m / 2 pi r2, where r = 0.5 cm.",assay_methods
4055,10.1016/j.bioadv.2022.212787,best contact lens candidate,"""p(HEMA-co-m26HACC11)""","Authors identify this formulation as best overall for tensile properties, hydrophilicity, oxygen permeability, protein deposition resistance, and antimicrobial activity.","Among all these p(HEMA-co-m26HACC) hydrogels, p(HEMA-co-m26HACC11) hydrogel with the highest tensile properties, hydrophilicity, oxygen permeability, tear protein deposition resistance, and antimicrobial activity, is the best one for contact lenses.",author_design_selection
4056,10.1002/adhm.202402556,GOx modification degree,"""38% amino utilization; 43% MPD substitution level""",Protein chemical modification is central to enzyme immobilization and phenylboronic ester binding.,The modification degree of amino utilization on modified GOx was determined to be 38%... The MPD substitution level was determined to be 43%.,protein_modification
4057,10.1002/adhm.202402556,selected_GOx_concentration,"""8 wt%""",GOx dose was optimized for insulin release while considering H2O2 cytotoxicity.,Considering the cytotoxicity of GOx... the concentration of GOx in this study was chosen to be 8 wt%.,formulation_design
4058,10.1002/adhm.202402556,glucose_pulsatile_release,"""maximum 5-fold difference in insulin release rate within 2 h between 100 and 400 mg dL−1 glucose""",Dynamic responsiveness rather than static adsorption is reported.,A maximum 5-fold difference in the rate of insulin release was achieved within 2 h when the nanogels were exposed to glucose solution of 100 and 400 mg dL−1.,responsive_release
4059,10.1002/adhm.202402556,biointerface_cell_viability,"""RAW 264.7 viability over 85% after 24 h at 5-500 µg mL−1 nanogels""",Biointerface compatibility was measured for the hydrogel carrier.,"The viability of DC-NGs, SC-NGs, DC-NGs (without GOx), and SC-NGs (without GOx) groups remained over 85% after being incubated with nanogels for 24 h at all tested concentrations ranging from 5 to 500 µg mL−1.",biointerface_response
4060,10.1002/adhm.202402556,hemolysis,"""below 5% at 50-500 µg mL−1""",Blood compatibility outcome relevant to hydrogel biointerface behavior.,The hemolysis percentages of the DC-NGs and SC-NGs to RBCs were below 5% at the concentrations of 50-500 µg mL−1.,biointerface_response
4061,10.1016/j.chroma.2007.05.015,cryogel_porosity_2M_AMPSA_314K_1h,"""85.4%""",Porosity is reported alongside binding capacity and may affect conversion or modeling of bed-volume-normalized capacity.,"The obtained protein binding capacities were 0.76, 0.60 and 0.67mg/mL cryogel bed (the cryogel porosity was 85.4%)...",hydrogel_properties
4062,10.1016/j.chroma.2007.05.015,cryogel_porosity_1M_AMPSA_314K_1h,"""84.5%""",Porosity is reported alongside binding capacity and may affect transport and bed capacity interpretation.,"The calculated protein binding capacities were 0.41, 0.40 and 0.43mg/mL cryogel bed (the cryogel porosity was 84.5%)...",hydrogel_properties
4063,10.1016/j.chroma.2007.05.015,pore_size_range,"""about 10-100 um""",Large interconnected pores are part of the claimed transport mechanism for weak flow-rate dependence.,The sizes of pores within these SO3-pAAm cryogels are in the range of about 10-100μm.,hydrogel_properties
4064,10.1016/j.chroma.2007.05.015,water_permeability_after_grafting,"""0.96e-11 m2 for 1M AMPSA; 0.47e-11 m2 for 2M AMPSA""",Hydraulic permeability is not an adsorption outcome but describes column transport and grafting effects.,"After grafting polymerization, the water permeabilities of the grafted cryogel beds using 1M and 2M AMPSA were 0.96×10−11 and 0.47×10−11 m2.",hydrogel_properties
4065,10.1016/j.chroma.2007.05.015,high_flow_capacity_retention,"""capacity did not drop from 10 to 20 cm/min for 2M AMPSA 321K 2h cryogel""",This is a paper-specific performance claim relevant to high-throughput bioseparation.,"The protein binding capacity of this cryogel was enhanced and even not dropped at high load velocities (1.16, 1.19 and 1.20mg/mL cryogel bed at the corresponding load velocities).",outcome
4066,10.1016/j.talanta.2024.127178,small_molecule_target_instead_of_protein,"""bisphenol A""","The article is hydrogel adsorption-relevant but outside the requested protein-hydrogel adsorption scope because the measured analyte is BPA, not a protein.",A MLys-based hydrogel copolymer (HP 17) was identified as an abiotic affinity ligand for BPA from a screen of this library.,exclusion_notes
4067,10.1016/j.talanta.2024.127178,reported_best_BPA_capacity,"""349.4 mg/g for HP 17""","This is the central quantitative adsorption result, but it is for BPA rather than protein.",The screened HP 17 has high adsorption capacity (349.4 mg/g) for BPA under wide pH (3.0-10.0) and ionic strength (0-150 mM) range.,small_molecule_adsorption_context
4068,10.1002/admi.201900598,protein_content_dry_solid,"""≈30% w/w""","This is a protein loading metric for metal-organic enzyme nanoclusters, useful but not a standard adsorption capacity.","with a protein content of ≈30% (w/w, measured in dry solid)",protein_loading
4069,10.1002/admi.201900598,enzyme_immobilization_yield,"""≈100%""",The closest quantitative adsorption-like result in the article.,≈100% of the enzyme immobilized into larger metal-organic nanoclusters,immobilization_yield
4070,10.1002/admi.201900598,metal_specific_vmax,"{""@Co"": ""8.2 ± 0.3 µmol min-1 mg-1"", ""@Cu"": ""1.1 ± 0.1 µmol min-1 mg-1"", ""@Ni"": ""4.0 ± 0.2 µmol min-1 mg-1"", ""@Zn"": ""12.5 ± 0.2 µmol min-1 mg-1""}",Catalytic performance varies by metal ion and may reflect film compactness rather than adsorption.,"Vmax (12.5 ± 0.2, 8.2 ± 0.3, 4.0 ± 0.2, and 1.1 ± 0.1 µmol min−1 mg−1 measured for @Zn, @Co, @Ni, and @Cu films, respectively)",catalytic_activity
4071,10.1002/admi.201900598,control_without_preassembly,"""nonuniform deposit removed after washing""",Shows that metal pre-assembly is needed for robust immobilized films.,imGOx sample (without the pre-assembly step) was drop-casted under same conditions yielding a nonuniform deposit that was removed from solution after washing step,controls
4072,10.1002/jbm.b.33278,non_protein_macromolecule_target,"""fluorescein-labelled hyaluronan, 1000 kDa""","The study concerns macromolecule uptake into hydrogels but the target is a polysaccharide, not a protein.",Fluorescein-labelled HA (F-HA) with molecular weight 1000 kDa was purchased from TdB Consultancy. F-HA was dissolved in the salt solution with F-HA concentration 0.2% wt/vol.,non_protein_adsorption_or_uptake
4073,10.1002/jbm.b.33278,estimated_f_ha_content_per_lens,"""few tenths of microgram""","A semi-quantitative uptake estimate is reported, but it is not protein adsorption.",The content of F-HA per lens was evaluated to be of the order of few tenths of microgram.,non_protein_adsorption_or_uptake
4074,10.1002/jbm.b.33278,f_ha_penetration_depth,"""typically about 5-10 µm; in few cases tens of µm; one example about 100 µm""",Confocal microscopy quantified spatial penetration of the non-protein macromolecule into lens pores.,Emission was typically found to originate from channels with depth of about 5-10 µm... in few cases emission was also observed from deeper channels... about 100 µm.,hydrogel_transport_morphology
4075,10.1002/adma.202102994,antibacterial_hydrogel_disinfection,""">99.999% water disinfection efficiency within 60 min""","Quantitative hydrogel performance is reported, but it is bacterial inactivation rather than protein adsorption.",ABHs can be directly used as tablets to achieve >99.999% water disinfection efficiency within 60 min without energy input.,non_adsorption_antibacterial_outcomes
4076,10.1002/adma.202102994,mechanistic_protein_mention,"""quinone groups react with sulfhydryl groups in bacterial proteins and metabolites""","Protein-related language appears only as an antibacterial mechanism claim, not as a protein adsorption measurement.","QAC particles in the hydrogel network promote reactivity with various biological sulfhydryl groups, such as those found in proteins and metabolites.",mechanistic_mentions
4077,10.1002/adma.202102994,solar_evaporator_antibiofouling,"""stable water evaporation after exposure to bacteria-containing river water""","Biointerface performance is reported as biofouling resistance, not protein adsorption.",The water evaporation performance of ABH was stable before and after 15 days of immersion in the dirty water.,non_adsorption_biofouling_outcomes
4078,10.1016/j.biomaterials.2013.06.063,direct_hydrogel_protein_adsorption_not_quantified,true,"The article is about hydrogels, but the protein adsorption assay used polymer brush proxy surfaces.","Since protein adsorption on hydrogel surface can not be accurately quantified, antifouling properties of pCBMAA-1 and pCBMAA-2 were evaluated on high packing and well-defined polymer brush surfaces.",assay_limitations
4079,10.1016/j.biomaterials.2013.06.063,polymer_brush_film_thickness,"{""pCBMAA-1"": ""approximately 18.07 nm"", ""pCBMAA-2"": ""approximately 9.26 nm""}",Adsorption was measured on nanoscale brush films rather than bulk hydrogels.,The film thickness was measured by Ellipsometry as approximately 18.07 nm for pCBMAA-1 and approximately 9.26 nm for pCBMAA-2.,surface_characterization
4080,10.1016/j.biomaterials.2013.06.063,SPR_detection_limit,"""0.3 ng cm^-2""",All reported adsorption outcomes are censored below this detection limit.,The amount of adsorbed protein is below the detection limit (0.3 ng cm^-2) of the SPR sensor.,measurement_limits
4081,10.1016/j.biomaterials.2013.06.063,ultralow_fouling_threshold,"""less than 5 ng cm^-2 adsorbed fibrinogen""",Authors use this criterion to classify pCBMAA-1 and pCBMAA-2 as ultralow fouling.,Materials contacting blood with less than 5 ng cm^-2 adsorbed fibrinogen is considered as ultralow fouling materials.,classification_criteria
4082,10.1016/j.biomaterials.2013.06.063,fibrinogen_species_inconsistency,"""human fibrinogen in results/chemicals; bovine fibrinogen in method section""",Species/source affects protein metadata normalization.,"Main text reports human fibrinogen, chemicals list human fibrinogen, but the protein adsorption study method says 1 mg mL^-1 bovine fibrinogen solution.",manual_review_flags
4083,10.1016/j.biomaterials.2013.06.063,hydrogel_equilibrium_water_content,"{""pCBMA-2"": ""90.6%"", ""pCBMAA-1"": ""94.3%"", ""pCBMAA-2"": ""97.8%"", ""pCBOH-1"": ""84.2%""}","Bulk hydrogel water contents are reported, but these are not direct properties of the SPR brush surfaces.","Table 1 reports equilibrium water content of hydrogels: pCBMAA-1 94.3%, pCBMAA-2 97.8%, pCBOH-1 84.2%, pCBMA-2 90.6%.",hydrogel_properties
4084,10.1016/j.polymertesting.2021.107187,EPR_water_content_method,"""3CP rotational correlation time correlated with hydrogel water-to-dry mass ratio""","The central quantitative result is a hydrogel water-content assay, not protein adsorption.","It was shown that an EPR active molecule, the spin probe 3-carbamoyl-PROXYL (3CP), can be succesfuly used as a water content reporter, as it is dissolved in the water phase of the hydrogel, and does not interact with the biopolymer matrix.",method_validation
4085,10.1016/j.polymertesting.2021.107187,correlation_function,"""y = 0.038 + 0.5*e^-x + 0.05*e^-0.13x, where y is rotational correlation time in ns and x is water-to-BSA mass ratio in mg H2O/1 mg BSA""",Paper-specific calibration equation for hydrogel water content determination.,"The results shown in Fig. 3a, with additional data points obtained from the dried gels, were fitted with a second order exponential function.",calibration_equations
4086,10.1016/j.polymertesting.2021.107187,non_adsorption_spin_probe_interaction,"""TEMPO and 3CxP showed interactions with BSA, while 3CP was selected because it did not interact with the BSA matrix.""",These are small-molecule probe interactions with protein/hydrogel materials and should not be extracted as protein adsorption records.,"TEMPO most likely interacts with BSA via hydrophobic interactions; 3CxP interacts with BSA via electrostatic forces; 3CP does not interact with BSA, but rather that it is only dissolved in the water phase of the gel.",probe_screening
4087,10.1002/smll.200800127,spin_probe_nanoreactor_nanoshelter_behavior,"""Hydrophilic hydrogel regions accelerate TEMPO decay, while collapsed hydrophobic regions protect TEMPO from decay.""",The paper reports chemical reactivity heterogeneity in hydrogels rather than protein adsorption.,"The hydrophilic regions form nanoreactors, which strongly accelerate the reaction while the hydrophobic regions act as nanoshelters, in which enclosed spin probes are protected from the decay.",non_adsorption_hydrogel_reactivity
4088,10.1002/smll.200800127,epr_transition_range,"""Temperature transition range measured by spin-probe CW EPR is approximately 40-50 K, broader than macroscopic volume transition of about 10 K.""",This is a quantitative hydrogel microstructure finding but not adsorption.,"While characterization methods based on macroscopic volume transitions ... show a transition range ΔTvol of about 10K, the temperature transition range as measured by spin-probe (CW) EPR spectroscopy is substantially broadened to ΔTEPR ≈ 40-50 K.",hydrogel_microstructure_characterization
