id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
10553,10.1016/j.ijbiomac.2024.136271,ammonium persulfate,initiator,Water-soluble initiator used in CM-MIPs hydrogel synthesis; optimum concentration 7%.,ammonium persulfate,0,
10554,10.1016/j.ijbiomac.2024.136271,3-sulfopropyl methacrylate potassium salt,anionic comonomer/crosslinking mediator,SMPS sulfonate groups intercalated into LDH interlayers to embed LDH-E in CM-MIPs hydrogel.,3-sulfopropyl methacrylate potassium salt,0,
10555,10.1016/j.ijbiomac.2024.136271,3-methacryloxypropyltrimethoxysilane,silane modifier,Used in cellulose microsphere preparation; Si 2p peak in LDH-E-MIPs supported silane modification.,3-methacryloxypropyltrimethoxysilane,0,
10556,10.1016/j.ijbiomac.2024.136271,microcrystalline cellulose,support material/polymer backbone,Used to prepare cellulose microspheres for CM-MIPs hydrogel.,microcrystalline cellulose,0,
10557,10.1016/j.ijbiomac.2024.136271,sodium alginate,material in cellulose microsphere preparation,Mixed with MCC and MPS to form MCC/SA/MPS solution.,sodium alginate,0,
10558,10.1016/j.ijbiomac.2024.136271,tris(hydroxymethyl) aminomethane,LDH modifier,Used to synthesize THAM-modified LDHs named Tris-LDHs.,tris(hydroxymethyl)aminomethane,0,
10559,10.1016/j.ijbiomac.2024.136271,MgCl2·6H2O,metal salt precursor,Used with AlCl3·6H2O to synthesize Mg/Al Tris-LDHs.,magnesium chloride hexahydrate,0,
10560,10.1016/j.ijbiomac.2024.136271,AlCl3·6H2O,metal salt precursor,Used with MgCl2·6H2O to synthesize Mg/Al Tris-LDHs.,aluminum chloride hexahydrate,0,
10561,10.1016/j.ijbiomac.2024.136271,Na2CO3,anion exchange reagent,Tris-LDH gel was re-dispersed in 0.5 M Na2CO3 solution.,sodium carbonate,0,
10562,10.1016/j.ijbiomac.2024.136271,layered double hydroxide,enzyme carrier/filler,Carrier for β-glucosidase immobilization and embedded component in CM-MIPs hydrogel.,layered double hydroxide,1,
10563,10.1016/j.ijbiomac.2024.136271,Tween 80,emulsifier,Used with liquid paraffin during cellulose microsphere preparation.,polysorbate 80,0,
10564,10.1016/j.ijbiomac.2024.136271,liquid paraffin,oil phase,Used in emulsion system for cellulose microsphere preparation.,liquid paraffin,1,
10565,10.1016/j.enzmictec.2012.08.006,acrylamido-aminophenyl boronic acid,boronate affinity monomer/ligand,AAPBA was synthesized from 3-aminophenyl-boronic acid and used as a boronate ligand for grafting poly(NiPAAm-co-AAPBA) on PAAm cryogel.,acrylamido aminophenyl boronic acid,1,
10566,10.1016/j.enzmictec.2012.08.006,3-aminophenyl-boronic acid,precursor for AAPBA,AAPBA was synthesized from 3-aminophenyl-boronic acid using acryloyl chloride.,3-aminophenylboronic acid,0,
10567,10.1016/j.enzmictec.2012.08.006,vinylphenylboronic acid,boronate affinity comonomer,VPBA was copolymerized with HEMA to synthesize poly(HEMA-co-VPBA) cryogel.,vinylphenylboronic acid,1,
10568,10.1016/j.enzmictec.2012.08.006,hydroxyethyl methacrylate,hydrogel monomer,HEMA was used with VPBA and PEGda to synthesize poly(HEMA-co-VPBA) cryogel.,2-hydroxyethyl methacrylate,0,
10569,10.1016/j.enzmictec.2012.08.006,acrylamide,hydrogel monomer,Acrylamide was used to synthesize PAAm cryogel.,acrylamide,0,
10570,10.1016/j.enzmictec.2012.08.006,"N,N'-methylene bisacrylamide",crosslinker,MBAAm was used as crosslinker for PAAm cryogel synthesis.,"N,N'-methylenebisacrylamide",0,
10571,10.1016/j.enzmictec.2012.08.006,polyethyleneglycol diacrylate,crosslinker,PEGda was used as crosslinker in poly(HEMA-co-VPBA) cryogel synthesis.,polyethylene glycol diacrylate,1,
10572,10.1016/j.enzmictec.2012.08.006,N-isopropylacrylamide,thermoresponsive comonomer,NiPAAm was polymerized with AAPBA during grafting onto PAAm cryogel.,N-isopropylacrylamide,0,
10573,10.1016/j.enzmictec.2012.08.006,fructose,competitive eluent,Fructose in PBS was used to elute cells bound to boronate grafted cryogel.,fructose,0,
10574,10.1016/j.enzmictec.2012.08.006,formic acid,RNA elution buffer,0.1 M formic acid was used to elute bound RNA from poly(HEMA-co-VPBA) cryogel.,formic acid,0,
10575,10.1016/j.enzmictec.2012.08.006,ammonium acetate,binding buffer component,0.25 M ammonium acetate at pH 8.8 was used as binding buffer for RNA chromatography.,ammonium acetate,0,
10576,10.1016/j.memsci.2025.124312,agar powder,hydrogel mold/template material,5 wt% agar powder in DI water was used to prepare hydrogel molds for HFPS membrane fabrication.,agar,1,
10577,10.1016/j.memsci.2025.124312,polyethersulfone,membrane polymer backbone,18 wt% PES was dissolved in DMAc to prepare the casting solution; final HFPS/NIPS membranes are PES membranes.,polyethersulfone,1,
10578,10.1016/j.memsci.2025.124312,polyethylene glycol,casting-solution additive / pore-former,20 wt% PEG was included in the PES/DMAc casting solution.,polyethylene glycol,1,
10579,10.1016/j.memsci.2025.124312,"N,N-dimethylacetamide",casting-solution solvent,PES and PEG were dissolved in DMAc at 80 C; DMAc diffusion through hydrogel was studied.,"N,N-dimethylacetamide",0,
10580,10.1016/j.memsci.2025.124312,poly(vinylpyrrolidone),"MWCO/pore-size filtration probe, not protein",PVP Mw 24 kDa was used in molecule filtration experiments to characterize MWCO and pore size distribution.,polyvinylpyrrolidone,1,
10581,10.1016/j.memsci.2025.124312,polyethylene oxide,"MWCO/pore-size filtration probe, not protein","PEO with Mw 8, 100, 300, 2000, and 3000 kDa was used for molecule filtration experiments.",polyethylene oxide,1,
10582,10.1016/j.memsci.2025.124312,photocurable resin RSN-501,master mold material,Photocurable resin was used to make master molds with small and large trapezoidal column patterns.,RSN-501 photocurable resin,1,
10583,10.1016/j.memsci.2025.124312,sodium hypochlorite,listed chemical; extracted role unclear in supplied context,"NaClO was listed among purchased chemicals, but its use was not described in the supplied extraction-relevant methods.",sodium hypochlorite,0,
10584,10.1016/j.ijbiomac.2019.04.206,hydroxybutyl starch,hydrogel component,HS was dissolved in distilled water to obtain 60% suspension for STH preparation.,hydroxybutyl starch,1,
10585,10.1016/j.ijbiomac.2019.04.206,waxy corn starch,precursor polymer,Waxy corn starch was pretreated and converted to hydroxybutyl starch.,starch,0,
10586,10.1016/j.ijbiomac.2019.04.206,polyethylene glycol,porogen/crosslinking-agent-described-by-authors,"PEG 4000 g/mol was added at 0, 40, 80, 160, or 320 mg during STH preparation and washed away after soaking.",polyethylene glycol,0,
10587,10.1016/j.ijbiomac.2019.04.206,N-isopropyl acrylamide,monomer,0.2 g NIPAM was added during STH synthesis.,N-isopropylacrylamide,0,
10588,10.1016/j.ijbiomac.2019.04.206,"N,N-methylenebisacrylamide",crosslinker,"BIS (0.02 g/mL, 0.5 mL) was used in STH synthesis.","N,N'-methylenebisacrylamide",0,
10589,10.1016/j.ijbiomac.2019.04.206,ammonium persulfate,initiator,"APS (0.02 g/mL, 0.5 mL) was used in STH synthesis.",ammonium persulfate,0,
10590,10.1016/j.ijbiomac.2019.04.206,tetramethyl ethylenediamine,accelerator/catalyst,TEMED (40 μL) was used in STH synthesis.,"N,N,N',N'-tetramethylethylenediamine",0,
10591,10.1016/j.ijbiomac.2019.04.206,"1,2-epoxybutane",starch etherification reagent,150% 1.2-epoxybutane of the dry weight of starch was added during HS preparation.,"1,2-epoxybutane",0,
10592,10.1016/j.ijbiomac.2019.04.206,sodium dihydrogen phosphate,buffer salt,"Used with disodium hydrogen phosphate to prepare pH 6.1 phosphate buffer and pH 4.3, 7.2, 9.3 swelling media.",sodium dihydrogen phosphate,0,
10593,10.1016/j.ijbiomac.2019.04.206,disodium hydrogen phosphate,buffer salt,Used with sodium dihydrogen phosphate to prepare phosphate buffer.,disodium hydrogen phosphate,0,
10594,10.1016/j.jclepro.2025.146917,xanthan,hydrogel component and MiXBM affinity ligand,XG was immobilized in SCXG hydrogel microspheres and provides binding sites for MiXBM.,xanthan gum,0,
10595,10.1016/j.jclepro.2025.146917,sodium alginate,hydrogel backbone,SA hydrogel encapsulated XG or CXG to form SXG and SCXG microspheres.,sodium alginate,0,
10596,10.1016/j.jclepro.2025.146917,calcium carbonate,composite filler/mineral component,CaCO3-XG microspheres were formed by biomimetic mineralization and incorporated into SCXG.,calcium carbonate,0,
10597,10.1016/j.jclepro.2025.146917,calcium chloride,ionic crosslinker and calcium source,Solutions were dripped into CaCl2 to form hydrogel beads; CaCl2 was also used to synthesize CXG.,calcium chloride,0,
10598,10.1016/j.jclepro.2025.146917,sodium carbonate,carbonate source for CaCO3 biomimetic mineralization,Calcium chloride in XG solution was mixed with sodium carbonate solution to synthesize CXG.,sodium carbonate,0,
10599,10.1016/j.jclepro.2025.146917,Tween-20,elution buffer additive,"0.1% v/v Tween-20, 5 BV was selected as optimized elution condition.",Tween 20,0,
10600,10.1016/j.jclepro.2025.146917,NaCl,candidate elution buffer additive,NaCl was evaluated at 2 mM to disrupt electrostatic interactions.,sodium chloride,0,
10601,10.1016/j.jclepro.2025.146917,glutathione,reducing cleavage reagent,Glutathione-containing buffer was used for in situ GyrA cleavage to release tag-free proteins.,glutathione,0,
10602,10.1016/j.jclepro.2025.146917,Ni-NTA-Sepharose,commercial comparator resin,His6-tagged proteins were purified using Ni-NTA-Sepharose as a comparative control.,nickel nitrilotriacetic acid agarose,1,
10603,10.1016/j.jclepro.2025.146917,N-(5-amino-1-carboxypentyl) iminodiacetic acid,Ni-NTA reagent mentioned in sustainability comparison,Listed among carcinogenic or environmentally hazardous reagents used by Ni-NTA systems.,N-(5-amino-1-carboxypentyl) iminodiacetic acid,1,
10604,10.1016/j.jclepro.2025.146917,nickel sulfate,Ni-NTA reagent mentioned in sustainability comparison,Listed as a hazardous reagent associated with Ni-NTA.,nickel sulfate,0,
10605,10.1016/j.jclepro.2025.146917,imidazole,IMAC elution reagent mentioned as food-safety concern,Mentioned as compromising food safety in IMAC due to imidazole usage.,imidazole,0,
10606,10.1016/j.jclepro.2025.146917,epichlorohydrin,hazardous reagent comparator,Mentioned as a carcinogenic/environmentally hazardous reagent used by Ni-NTA systems.,epichlorohydrin,0,
10607,10.1016/j.jclepro.2025.146917,sodium borohydride,hazardous reagent comparator,Mentioned as a hazardous reagent used by Ni-NTA systems.,sodium borohydride,0,
10608,10.1016/j.msec.2017.04.043,N-hydroxyethyl acrylamide,hydrophilic hydrogel monomer,Used as HEAA monomer precursor at final 8% w/v to construct a hydrophilic backbone with minimal nonspecific binding.,N-hydroxyethyl acrylamide,0,
10609,10.1016/j.msec.2017.04.043,3-(acrylamido)phenylboronic acid,boronate monomer and affinity ligand,Used as AAPBA at final 1% w/v to introduce phenylboronic acid groups for carbohydrate/cis-diol recognition of HbA1c and HRP.,3-acrylamidophenylboronic acid,1,
10610,10.1016/j.msec.2017.04.043,"bis(N,N'-methylene-bis-acrylamide)",hydrogel crosslinker,Used as BISAA at final 0.4% w/v to bridge polymer backbone chains.,"N,N'-methylenebisacrylamide",1,
10611,10.1016/j.msec.2017.04.043,Irgacure 2959,photoinitiator,Used at final 0.1% w/v; decomposes under UV light to initiate acrylamide polymerization.,2-hydroxy-4'-(2-hydroxyethoxy)-2-methylpropiophenone,1,
10612,10.1016/j.msec.2017.04.043,dimethyl sulfoxide,solvent,Hydrogel precursors were dissolved in DMSO; membranes were washed with DMSO after photopolymerization.,dimethyl sulfoxide,0,
10613,10.1016/j.msec.2017.04.043,Fusion5 glass fiber membrane,hydrogel support and lateral-flow membrane substrate,Commercial hydrophilic glass fiber membrane used to support hydrogel modification and patterned membrane strips.,,1,
10614,10.1016/j.msec.2017.04.043,"3,3',5,5'-tetramethylbenzidine",chromogenic HRP substrate,TMB solution containing hydrogen peroxide was applied to visualize membrane-bound HRP.,"3,3',5,5'-tetramethylbenzidine",0,
10615,10.1016/j.msec.2017.04.043,hydrogen peroxide,HRP cosubstrate,Present in TMB substrate solution for HRP-mediated color development.,hydrogen peroxide,0,
10616,10.1016/j.msec.2017.04.043,TRIS,washing buffer component,"WBS contained 0.05 M TRIS, 0.1% Triton X-100, and 0.01% PEG at pH 8.0.",tris(hydroxymethyl)aminomethane,0,
10617,10.1016/j.msec.2017.04.043,Triton X-100,surfactant in reaction and washing buffers,RBS and WBS contained 0.1% Triton X-100.,Triton X-100,1,
10618,10.1016/j.msec.2017.04.043,polyethylene glycol MW 3400,buffer additive,RBS and WBS contained 0.01% PEG MW 3400.,polyethylene glycol 3400,1,
10619,10.1016/j.msec.2017.04.043,sodium phosphate,buffer salt,PBS contained 0.1 M sodium phosphate at pH 7.2; RBS contained 0.05 M phosphate at pH 8.0.,sodium phosphate,1,
10620,10.1016/j.msec.2017.04.043,sodium chloride,PBS salt,PBS contained 0.15 M NaCl at pH 7.2.,sodium chloride,0,
10621,10.1016/j.msec.2017.04.043,zinc chloride,hemoglobin precipitation reagent,Zinc ions were used in a prior hemoglobin fraction separation technique for whole blood-derived HbA1c samples.,zinc chloride,0,
10622,10.1016/j.msec.2017.04.043,nitrocellulose membrane,sample preparation membrane,Vivid 170 nitrocellulose membranes with 0.2 um pores were used during hemoglobin fraction re-collection.,nitrocellulose,1,
10623,10.1016/j.msec.2017.04.043,D-sorbitol,mentioned assay-related small molecule,"RBS was described as used for dilution of HRP and D-sorbitol, but no adsorption outcome for D-sorbitol was provided in the supplied context.",D-sorbitol,0,
10624,10.1016/j.ijbiomac.2025.143964,acrylamide,nanogel monomer,2.5 g of acrylamide powder was added during CRL nanogel synthesis.,acrylamide,0,
10625,10.1016/j.ijbiomac.2025.143964,N-acryloyloxysuccinimide,functional monomer / protein-reactive acrylate,88.95 mg of NAS was dissolved in DMSO and added to lipase solution during nanogel synthesis.,N-acryloyloxysuccinimide,0,
10626,10.1016/j.ijbiomac.2025.143964,ammonium persulfate,polymerization initiator,100 mg of APS was added during CRL nanogel synthesis.,ammonium persulfate,0,
10627,10.1016/j.ijbiomac.2025.143964,Tetramethylethylenediamine,polymerization accelerator,125 μL of TEMED was added during CRL nanogel synthesis.,"N,N,N',N'-tetramethylethylenediamine",0,
10628,10.1016/j.ijbiomac.2025.143964,polyacrylamide,nanogel polymer matrix,CRL was encapsulated in polyacrylamide nanogels.,polyacrylamide,0,
10629,10.1016/j.ijbiomac.2025.143964,hZIF-8,hierarchically porous MOF support,CRL nanogels were immobilized onto hZIF-8 via adsorption.,ZIF-8,1,
10630,10.1016/j.ijbiomac.2025.143964,HP-UiO-66-NH2,hierarchically porous amino-functionalized MOF support,CRL nanogels were immobilized onto HP-UiO-66-NH2 via adsorption.,UiO-66-NH2,1,
10631,10.1016/j.ijbiomac.2025.143964,HP-CuBTC,hierarchically porous copper benzene tricarboxylate MOF support,CRL nanogels were immobilized onto HP-CuBTC via adsorption.,HKUST-1 CuBTC,1,
10632,10.1016/j.ijbiomac.2025.143964,2-methylimidazole,ZIF-8 ligand,hZIF-8 was prepared from ZnSO4.7H2O and 2-Melm.,2-methylimidazole,0,
10633,10.1016/j.ijbiomac.2025.143964,zinc sulfate heptahydrate,Zn precursor / template sphere precursor,ZnSO4.7H2O was used in hZIF-8 synthesis.,zinc sulfate heptahydrate,0,
10634,10.1016/j.ijbiomac.2025.143964,zirconium chloride,Zr precursor,ZrCl4 was used in UiO-66-NH2 synthesis.,zirconium tetrachloride,0,
10635,10.1016/j.ijbiomac.2025.143964,2-aminoterephthalic acid,UiO-66-NH2 ligand,NH2-BDC was used to synthesize UiO-66-NH2.,2-aminoterephthalic acid,0,
10636,10.1016/j.ijbiomac.2025.143964,benzoic acid,modulator in UiO-66-NH2 synthesis,24.4 g benzoic acid was used in UiO-66-NH2 synthesis.,benzoic acid,0,
10637,10.1016/j.ijbiomac.2025.143964,polyvinyl pyrrolidone K30,template / pore-forming additive,PVP K30 was used to transform UiO-66-NH2 into HP-UiO-66-NH2.,polyvinylpyrrolidone,1,
10638,10.1016/j.ijbiomac.2025.143964,sodium acetate,additive in HP-UiO-66-NH2 formation,Sodium acetate was used during transformation of UiO-66-NH2 into HP-UiO-66-NH2.,sodium acetate,0,
10639,10.1016/j.ijbiomac.2025.143964,copper(II) nitrate trihydrate,Cu precursor,Cu(NO3)2·3H2O was used in HP-CuBTC synthesis.,copper(II) nitrate trihydrate,0,
10640,10.1016/j.ijbiomac.2025.143964,trimesic acid,CuBTC ligand,Trimesic acid was used with Cu precursor to obtain HP-CuBTC.,trimesic acid,0,
10641,10.1016/j.ijbiomac.2025.143964,"1,4-butanediamine",template / synthesis additive,"1,4-butanediamine was used in HP-CuBTC synthesis.","1,4-butanediamine",0,
10642,10.1016/j.ijbiomac.2025.143964,zinc oxide,template / synthesis additive for HP-CuBTC,ZnO powder was used in the HP-CuBTC synthesis procedure.,zinc oxide,0,
10643,10.1016/j.ijbiomac.2025.143964,p-nitrophenyl butyrate,enzyme assay substrate,Catalytic activity was measured using p-NPB hydrolysis.,p-nitrophenyl butyrate,0,
10644,10.1016/j.ijbiomac.2025.143964,p-nitrophenol,enzyme assay product / standard,p-NP standard curve was used to calculate p-NP concentration.,p-nitrophenol,0,
10645,10.1016/j.ijbiomac.2025.143964,Triton X-100,surfactant in enzyme assay buffer,0.05 M pH 7.5 PBS buffer with 10% Triton X-100 was used for p-NPB hydrolysis assay.,Triton X-100,1,
10646,10.1016/j.desal.2020.114591,polyvinyl alcohol,hydrogel polymer backbone,PVA crystalline powder was dissolved in DI water to obtain 0.25 wt% PVA aqueous solution and crosslinked to form the coating hydrogel.,polyvinyl alcohol,0,
10647,10.1016/j.desal.2020.114591,graphene oxide,filler_or_composite,"GO flakes were incorporated into PVA hydrogel at 0.01, 0.02, and 0.04 wt/v% loadings.",graphene oxide,1,
10648,10.1016/j.desal.2020.114591,glutaraldehyde,crosslinker,GA was added as a cross-linking agent to prepare the PVA and PVA/GO hydrogel solutions.,glutaraldehyde,0,
10649,10.1016/j.desal.2020.114591,sulfuric acid,catalyst,2 M H2SO4 was added as catalyst during hydrogel preparation; catalyst concentration was adjusted to 1 wt% of the hydrogel solution.,sulfuric acid,0,
10650,10.1016/j.desal.2020.114591,sodium alginate,non-protein foulant,200 ppm SA was added to the feed solution as a foulant during FO fouling tests.,sodium alginate,1,
10651,10.1016/j.desal.2020.114591,calcium chloride,foulant bridge ion,1 mM calcium chloride was added with sodium alginate during fouling tests; calcium bridging was discussed as contributing to alginate gel-layer formation.,calcium chloride,0,
10652,10.1016/j.desal.2020.114591,sodium chloride,draw solution and electrolyte,"1 M NaCl was used as draw solution in FO tests, and 1 mM KCl was used for zeta potential measurements.",sodium chloride,0,
10653,10.1016/j.desal.2020.114591,polyamide,membrane active layer,Commercial PA TFC FO membranes were coated with crosslinked PVA and PVA/GO hydrogels.,polyamide,1,
10654,10.1016/j.desal.2020.114591,polysulfone,membrane support layer,ATR-FTIR spectra showed characteristic peaks associated with the polysulfone support layer.,polysulfone,1,
10655,10.1016/j.cis.2016.04.006,xanthan gum,polysaccharide hydrogel component,"Used with proteins such as β-lactoglobulin, lysozyme, BSA, WPI, and caseinates to form electrostatic protein-polysaccharide gels.",xanthan gum,0,
10656,10.1016/j.cis.2016.04.006,λ-carrageenan,polysaccharide hydrogel component,Non-gelling polysaccharide reported to form gels in combination with proteins under electrostatic conditions.,lambda carrageenan,0,
10657,10.1016/j.cis.2016.04.006,gellan gum,polysaccharide hydrogel component,Forms mixed gels with proteins at intermediate concentration between xanthan gum and λ-carrageenan.,gellan gum,0,
10658,10.1016/j.cis.2016.04.006,alginate,polysaccharide comparator,Included in tables and discussed as a polysaccharide hydrogel-forming material; in one electrostatic gel comparison alginate did not allow gel formation but complexes were formed.,alginate,0,
10659,10.1016/j.cis.2016.04.006,GDL,acidifier,Glucono-δ-lactone is used to gradually lower pH during quiescent electrostatic gel formation.,glucono delta lactone,0,
10660,10.1016/j.cis.2016.04.006,NaCl,salt additive,Salt addition affected β-lactoglobulin-xanthan gum gelation and gel properties by screening charged reactive groups.,sodium chloride,0,
10661,10.1016/j.cis.2016.04.006,CaCl2,salt/crosslinking ion source,Reported in soy protein gel conditions in Table 5 and in polysaccharide gelation context.,calcium chloride,0,
10662,10.1016/j.cis.2016.04.006,CaCO3,calcium source,Reported with GDL in alginate critical gel concentration conditions in Table 1.,calcium carbonate,0,
10663,10.1016/j.cis.2016.04.006,DTT,reducing agent,Reported in lysozyme critical gel concentration conditions in Table 1.,dithiothreitol,0,
10664,10.1016/j.cis.2016.04.006,phosphate buffer,stability test medium,Electrostatic gels liquefy rapidly when suspended in phosphate buffer at pH 7 above the protein Ip.,phosphate buffer,1,
10665,10.1016/j.jchromb.2012.02.001,2-hydroxyethyl methacrylate,main cryogel monomer and particle monomer,HEMA was used as the main monomer for composite cryogel membranes and as functional monomer in imprinted polymer preparation.,2-hydroxyethyl methacrylate,0,
10666,10.1016/j.jchromb.2012.02.001,MAT,functional monomer / affinity group,Polymerizable derivative of L-tyrosine methyl ester used with anti-HBs template.,methacryloyl L-tyrosine methyl ester,1,
10667,10.1016/j.jchromb.2012.02.001,L-tyrosine methyl ester,precursor to MAT functional monomer,Listed in materials and used to prepare MAT.,L-tyrosine methyl ester,0,
10668,10.1016/j.jchromb.2012.02.001,methacryloyl chloride,precursor to MAT functional monomer,Listed in materials for preparing polymerizable tyrosine derivative.,methacryloyl chloride,0,
10669,10.1016/j.jchromb.2012.02.001,ethylene glycol dimethacrylate,crosslinker,EGDMA was used as crosslinker in anti-HBs imprinted polymer particles.,ethylene glycol dimethacrylate,0,
10670,10.1016/j.jchromb.2012.02.001,ammonium persulfate,cryogel polymerization initiator,APS was used with TEMED to initiate free-radical cryogelation.,ammonium persulfate,0,
10671,10.1016/j.jchromb.2012.02.001,TEMED,redox polymerization accelerator,TEMED was used with APS for composite cryogel membrane polymerization.,"N,N,N',N'-tetramethylethylenediamine",1,
10672,10.1016/j.jchromb.2012.02.001,potassium persulfate,particle polymerization initiator,KPS was added during anti-HBs imprinted polymer preparation.,potassium persulfate,0,
10673,10.1016/j.jchromb.2012.02.001,toluene,porogen,Toluene was used in anti-HBs imprinted polymer preparation.,toluene,0,
10674,10.1016/j.jchromb.2012.02.001,MOPS,buffer,Anti-HBs and MAT were mixed in 1.0 mL MOPS buffer at pH 6.0.,3-(N-morpholino)propanesulfonic acid,0,
10675,10.1016/j.jchromb.2012.02.001,sodium chloride,"diluent salt, ionic strength variable, and elution salt",NaCl concentration was varied during adsorption and used up to 1.0 M for elution/FPLC gradient.,sodium chloride,0,
10676,10.1016/j.jchromb.2012.02.001,phosphate buffer,FPLC equilibration and elution buffer,MI-CM was equilibrated with 100 mM phosphate buffer pH 7.4; desorption used phosphate buffer containing 1.0 M NaCl.,phosphate buffer,1,
10677,10.1016/j.jchromb.2012.02.001,sodium hydroxide,regeneration and sterilization agent,MI-CM was washed with 50 mM NaOH after each adsorption-desorption cycle.,sodium hydroxide,0,
10678,10.1016/j.jchromb.2012.02.001,sodium azide,storage preservative,Prepared CMs were stored in 0.02% sodium azide at 4 C.,sodium azide,0,
10679,10.1016/j.jchromb.2012.02.001,anti-HBs imprinted polymer particles,embedded affinity filler,50 mg anti-HBs imprinted particles were introduced into the cryogel polymerization mixture.,,1,
10680,10.1016/j.jchromb.2012.02.001,non-imprinted polymer particles,embedded control filler,NI-CMs were prepared using non-imprinted particles instead of imprinted particles.,,1,
10681,10.1016/j.colsurfa.2022.130140,sodium alginate,hydrogel polymer and surface coating agent,NaAlg was used to construct a 3D network hydrogel layer on commercial TFC-RO membrane.,sodium alginate,0,
10682,10.1016/j.colsurfa.2022.130140,glutaraldehyde,crosslinker,NaAlg was crosslinked with glutaraldehyde under acid catalysis.,glutaraldehyde,0,
10683,10.1016/j.colsurfa.2022.130140,sulfuric acid,acid catalyst,Crosslinking solution contained about 0.10% sulfuric acid catalyst.,sulfuric acid,0,
10684,10.1016/j.colsurfa.2022.130140,m-phenylenediamine,polyamide membrane monomer,Commercial TFC-RO membrane was obtained by interfacial polymerization of MPD and TMC.,m-phenylenediamine,0,
10685,10.1016/j.colsurfa.2022.130140,trimesoyl chloride,polyamide membrane monomer,Commercial TFC-RO membrane was obtained by interfacial polymerization of MPD and TMC.,trimesoyl chloride,0,
10686,10.1016/j.colsurfa.2022.130140,sodium chloride,salt in filtration feed,2000 ppm NaCl aqueous solution was used for salt selectivity tests and with 100 ppm BSA in mixed fouling feed.,sodium chloride,0,
10687,10.1016/j.colsurfa.2022.130140,potassium chloride,electrolyte for zeta potential measurement,1 mM KCl solution was used as electrolyte solution for membrane surface zeta potential analysis.,potassium chloride,0,
10688,10.1016/j.apsusc.2013.02.064,ethylene oxide-block-butylene oxide copolymer,non-protein surfactant adsorbate,Aqueous EO-BO diblock copolymer solutions were used to treat silicone hydrogel lenses; uptake was measured by UPLC and surface adsorption by XPS.,ethylene oxide butylene oxide block copolymer,1,
10689,10.1016/j.apsusc.2013.02.064,balafilcon A,silicone hydrogel contact lens material,PureVision lens with plasma oxidation surface treatment; showed relatively high EO-BO uptake in both surface and bulk.,,1,
10690,10.1016/j.apsusc.2013.02.064,senofilcon A,silicone hydrogel contact lens material,ACUVUE Oasys lens containing internal PVP wetting agent; showed lowest percentage of EO-BO in the surface region and moderate bulk uptake.,,1,
10691,10.1016/j.apsusc.2013.02.064,lotrafilcon B,silicone hydrogel contact lens material,O2 Optix lens with plasma-induced polymeric surface treatment; showed high EO-BO surface uptake and little bulk absorption.,,1,
10692,10.1016/j.apsusc.2013.02.064,comfilcon A,silicone hydrogel contact lens material,Biofinity lens without surface treatment; showed modest surface modification and significant bulk uptake of EO-BO.,,1,
10693,10.1016/j.apsusc.2013.02.064,poly(vinylpyrrolidone),internal wetting agent,Reported as an internal wetting agent in senofilcon A.,polyvinylpyrrolidone,0,
10694,10.1016/j.apsusc.2013.02.064,"N,N-dimethylacrylamide",monomer,Reported in published compositions of senofilcon A and lotrafilcon B.,"N,N-dimethylacrylamide",0,
10695,10.1016/j.apsusc.2013.02.064,2-hydroxyethyl methacrylate,monomer,Reported in published composition of senofilcon A.,2-hydroxyethyl methacrylate,0,
10696,10.1016/j.apsusc.2013.02.064,N-vinyl pyrrolidone,monomer,Reported in published compositions of balafilcon A and comfilcon A.,N-vinylpyrrolidone,0,
10697,10.1016/j.carbpol.2022.119136,cellulose,hydrogel polymer backbone,Cotton pulp was dissolved to prepare cellulose hydrogel; cellulose hydroxyl groups form hydration layer.,cellulose,0,
10698,10.1016/j.carbpol.2022.119136,cotton pulp,cellulose source,Cotton pulp was supplied and used to prepare cellulose solution.,cellulose,1,
10699,10.1016/j.carbpol.2022.119136,sodium hydroxide,cellulose solvent component and precipitant for copper hydroxide formation,8 wt% NaOH/12 wt% urea solvent; sodium hydroxide in cellulose hydrogel served as precipitant.,sodium hydroxide,0,
10700,10.1016/j.carbpol.2022.119136,urea,cellulose solvent component,Cellulose dissolved in 8 wt% NaOH/12 wt% urea solvent system.,urea,0,
10701,10.1016/j.carbpol.2022.119136,epichlorohydrin,crosslinker,6 mL epichlorohydrin was added into 60 g cellulose solution.,epichlorohydrin,0,
10702,10.1016/j.carbpol.2022.119136,Cu2O@CuO nanospheres,nanocomposite filler and antifoulant,Cu2O@CuO nanospheres were in-situ deposited onto cellulose hydrogels.,cuprous oxide cupric oxide,1,
10703,10.1016/j.carbpol.2022.119136,copper sulfate pentahydrate,copper precursor,1 M CuSO4·5H2O used in composite hydrogel preparation; precursor to matrix mass ratios 12.5-37.5%.,copper sulfate pentahydrate,0,
10704,10.1016/j.carbpol.2022.119136,glucose,reducing agent,2 M glucose suspended with CuSO4·5H2O in ethylene glycol solution.,glucose,0,
10705,10.1016/j.carbpol.2022.119136,ethylene glycol,solvent,CuSO4·5H2O and glucose were suspended in ethylene glycol solution.,ethylene glycol,0,
