protein_mention_id,doi,name,abbreviation,species_or_source,role,uniprot_query,reported_mw_kDa,reported_pI,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,result_count
3599,10.1016/j.mtcomm.2022.104638,beta-lactoglobulin,,,alternative protein used to test influence of protein properties on gel formation,beta-lactoglobulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3600,10.1016/j.mtcomm.2022.104638,lysozyme,,egg white,alternative protein used to test influence of protein properties on gel formation,egg white lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3601,10.1016/j.actbio.2025.12.031,GCA-neutralizing antibody,GCA-NAb,hybridoma-derived from GCA-immunized Balb/c mice,therapeutic protein loaded into GelMA hydrogel,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3602,10.1016/j.actbio.2025.12.031,grancalcin,GCA,macrophage-derived; recombinant GCA also used in BMSC assays,target antigen and senescence-associated mediator,GCA grancalcin mouse,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3603,10.1016/j.actbio.2025.12.031,recombinant human grancalcin,rGCA,human recombinant,bioactive protein used to treat BMSCs,GCA grancalcin human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3604,10.1016/j.ijbiomac.2020.05.138,catalase,CAT,bovine liver,immobilized enzyme/protein target,catalase Bos taurus liver,nan,5.4,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3605,10.1016/j.chroma.2015.01.075,alpha-chymotrypsinogen,,bovine pancreas,model protein for ion-exchange retention and ternary separation,bovine alpha-chymotrypsinogen,nan,9.2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3606,10.1016/j.chroma.2015.01.075,cytochrome c,,horse heart,model protein for ion-exchange retention and ternary separation,horse cytochrome c,nan,10.2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3607,10.1016/j.chroma.2015.01.075,lysozyme,,hen egg white,"model protein for binding capacity, retention, separation, and irreversible-binding assessment",hen egg white lysozyme,nan,11.35,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3608,10.1016/j.chroma.2015.01.075,dextran,,not a protein,column performance probe,,80.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3609,10.1016/S0032-9592(00)00289-2,lipase,,Candida rugosa,adsorption target and immobilized enzyme,Candida rugosa lipase,nan,6.9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3610,10.1016/S0032-9592(00)00289-2,bovine serum albumin,BSA,bovine,Bradford calibration protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3611,10.1016/j.molliq.2018.06.068,bovine serum albumin,BSA,bovine,main constitutive plasma protein in FBS; proposed adsorbing protein/protein corona component,bovine serum albumin,nan,4.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3612,10.1016/j.molliq.2018.06.068,Fetal Bovine Serum proteins,FBS,fetal bovine serum,serum protein mixture in colloidal stability and release media,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3613,10.1016/j.carbpol.2022.119611,lysozyme,,chicken egg white,"loaded protein, released protein, antibacterial enzyme, chitosan-degrading enzyme",chicken egg white lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3614,10.1016/j.carbpol.2022.119611,bacterial surface proteins,,E. coli strain K12,hypothesized biointerface binding targets for sulfated polysaccharides,Escherichia coli K12 surface adhesin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3615,10.1016/j.foodhyd.2021.106972,beta-lactoglobulin,,,literature comparison only; not experimentally studied,beta-lactoglobulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3616,10.1016/j.foodhyd.2021.106972,beta-casein,,,literature comparison only; not experimentally studied,beta-casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3617,10.1016/j.actbio.2015.09.012,bovine serum albumin,BSA,bovine,template protein and primary adsorption target,bovine serum albumin,67.0,4.8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3618,10.1016/j.actbio.2015.09.012,bovine haemoglobin,BHb,bovine,non-cognate cross-selectivity protein,bovine hemoglobin,64.5,6.8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3619,10.1016/j.actbio.2015.09.012,lysozyme,Lyz,hen egg white,non-cognate cross-selectivity protein,hen egg white lysozyme,14.4,11.2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3620,10.1016/j.actbio.2015.09.012,trypsin,Tryp,bovine pancreatic,non-cognate cross-selectivity protein,bovine trypsin,23.8,9.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3621,10.1016/j.ijbiomac.2015.05.025,hemoglobin,HB,,model bioactive protein substance for encapsulation and release,hemoglobin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3622,10.1016/j.ijbiomac.2020.10.142,Bovine serum albumin,BSA,bovine,adsorbate protein in hydrogel protein adsorption test,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3623,10.1016/j.ijbiomac.2020.10.142,collagen type I,,rat wound tissue,wound healing immunohistochemical marker,collagen type I rat,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3624,10.1016/j.ijbiomac.2020.10.142,collagen type III,,rat wound tissue,wound healing immunohistochemical marker,collagen type III rat,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3625,10.1016/j.ijbiomac.2020.10.142,PAN cytokeratin,,rat wound tissue,epithelial wound healing marker,cytokeratin 5 6 8 18 rat,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3626,10.1016/j.memsci.2009.08.043,humanized IgG1 anti-CD4 monoclonal antibody,hIgG1-CD4,"Therapeutic Antibody Centre, University of Oxford",target adsorbed/purified protein,hIgG1-CD4 monoclonal antibody,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3627,10.1016/j.memsci.2009.08.043,bovine serum albumin,BSA,bovine; component mentioned in mammalian cell culture medium,competitor/background protein in simulated medium,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3628,10.1016/j.memsci.2009.08.043,media proteins,,simulated mammalian cell culture medium,background/competitor proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3629,10.1016/j.procbio.2019.12.011,hemoglobin,Hb,bovine blood; spiked human serum,template protein and target analyte,hemoglobin bovine,nan,6.87,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3630,10.1016/j.procbio.2019.12.011,myoglobin,Mb,equine skeletal muscle,competitor protein,myoglobin equine skeletal muscle,16.7,7.2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3631,10.1016/j.procbio.2019.12.011,cytochrome c,Cyt-c,bovine heart,competitor protein,cytochrome c bovine heart,12.3,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3632,10.1016/j.bios.2023.115599,glucose oxidase,GOx,Aspergillus niger,embedded assay enzyme for glucose detection,glucose oxidase Aspergillus niger,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3633,10.1016/j.bios.2023.115599,lactate oxidase,LOx,Aerococcus viridans,embedded assay enzyme for lactic acid detection,lactate oxidase Aerococcus viridans,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3634,10.1016/j.bios.2023.115599,horseradish peroxidase,HRP,horseradish,embedded assay enzyme for colorimetric reaction,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3635,10.1016/j.foodchem.2014.01.109,whey protein isolate,WPI,Davisco Food Ingredients Int.,hydrogel-forming protein mixture,,nan,4.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3636,10.1016/j.foodchem.2014.01.109,beta-lactoglobulin,beta-Lg,whey protein isolate,principal WPI fraction,bovine beta-lactoglobulin,nan,5.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3637,10.1016/j.foodchem.2014.01.109,alpha-lactalbumin,alpha-La,whey protein isolate,WPI fraction,bovine alpha-lactalbumin,nan,4.2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3638,10.1016/j.foodchem.2014.01.109,bovine serum albumin,BSA,whey protein isolate,minor WPI fraction,bovine serum albumin,nan,5.1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3639,10.1016/j.foodchem.2014.01.109,immunoglobulin,,whey protein isolate,minor WPI fraction,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3640,10.1016/j.foodchem.2014.01.109,Lys-His-Ile-Gln-Lys,KHIQK,"synthetic peptide, Peptide 2.0 company",cationic peptide adsorbate,,nan,10.25,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3641,10.1016/j.foodchem.2014.01.109,Trp-Glu-Asn-Gly-Glu,WENGE,"synthetic peptide, Peptide 2.0 company",anionic peptide adsorbate,,nan,3.4,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3642,10.1016/j.chroma.2012.11.059,bovine serum albumin,BSA,bovine,target adsorbate; tracer for HETP,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3643,10.1016/j.chroma.2012.11.059,human serum albumin,HSA,human,literature comparison only,human serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3644,10.1016/j.bios.2013.05.036,human immunoglobulin G,IgG,human,target antigen,human IgG immunoglobulin gamma,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3645,10.1016/j.bios.2013.05.036,goat anti-human IgG antibody,Ab1,goat,capture antibody,goat anti-human IgG antibody,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3646,10.1016/j.bios.2013.05.036,goat anti-human IgG antibody,Ab2,goat,detection antibody,goat anti-human IgG antibody,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3647,10.1016/j.bios.2013.05.036,glucose oxidase,GOx,Aspergillus niger,enzyme label,Aspergillus niger glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3648,10.1016/j.bios.2013.05.036,bovine serum albumin,BSA,bovine,blocking protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3649,10.1016/j.bios.2013.05.036,immunoglobulin A,IgA,,non-target selectivity control,IgA immunoglobulin A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3650,10.1016/j.bios.2013.05.036,immunoglobulin M,IgM,,non-target selectivity control,IgM immunoglobulin M,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3651,10.1016/j.jchromb.2024.124027,bromelain,,"pineapple fruit/pulp, Ananas comosus",target adsorbed/purified protein,Ananas comosus bromelain fruit bromelain,21.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3652,10.1016/j.jchromb.2024.124027,bovine serum albumin,BSA,bovine,Bradford standard and gel filtration molecular weight standard,bovine serum albumin,66.4,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3653,10.1016/j.jchromb.2024.124027,casein,,bovine,proteolytic activity assay substrate,bovine casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3654,10.1016/j.jchromb.2024.124027,chymosin,,,gel filtration molecular weight standard,chymosin,35.6,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3655,10.1016/j.jchromb.2024.124027,β-lactoglobulin,,,gel filtration molecular weight standard,beta-lactoglobulin,18.4,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3656,10.1016/j.jchromb.2024.124027,α-lactalbumin,,,gel filtration molecular weight standard,alpha-lactalbumin,14.2,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3657,10.1016/j.jchromb.2024.124027,gelatin,,,zymogram substrate,gelatin collagen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3658,10.1016/j.biomaterials.2021.121117,His6-T4L-BMP2,His6-T4L-BMP2,engineered fusion protein expressed in E. coli; BMP-2 domain is human,main protein cargo immobilized and released from hydrogel,human BMP2 T4 lysozyme His6 fusion,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3659,10.1016/j.biomaterials.2021.121117,bone morphogenetic protein-2,BMP-2,recombinant human BMP-2 purchased from Novoprotein,growth factor comparator and active osteogenic domain,BMP2 human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3660,10.1016/j.biomaterials.2021.121117,T4 lysozyme,T4L,Escherichia virus phage T4 lysozyme,fusion spacer to enhance solubility/stability and distance BMP-2 from support,T4 lysozyme Escherichia virus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3661,10.1016/j.biomaterials.2021.121117,His6-T4L,His6-T4L,engineered His6-tagged T4 lysozyme,control protein in cell viability/bioactivity experiments,His6 T4 lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3662,10.1016/j.enzmictec.2025.110636,Alcalase,,Bacillus licheniformis,target protein/enzyme immobilized by adsorption,Bacillus licheniformis subtilisin Carlsberg Alcalase EC 3.4.21.62,nan,9.4,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3663,10.1016/j.enzmictec.2025.110636,azocasein,,,protein substrate for activity assay,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3664,10.1016/j.enzmictec.2025.110636,beta-galactosidase,β-galactosidase,Kluyveromyces lactis,literature comparator enzyme,Kluyveromyces lactis beta-galactosidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3665,10.1016/j.enzmictec.2025.110636,lipase PS,,Burkholderia cepacia,literature comparator enzyme,Burkholderia cepacia lipase PS,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3666,10.1016/j.enzmictec.2021.109935,lipase,,Candida antarctica; fermentation broth,"target enzyme for adsorption, immobilization, and catalysis",Candida antarctica lipase,nan,5.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3667,10.1016/j.enzmictec.2021.109935,heterologous proteins,,fermentation broth,competitor/background proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3668,10.1016/j.biomaterials.2010.03.040,tear film proteins,,human tear film,in vivo adsorbate/biofouling components,human tear film proteins,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3669,10.1016/j.biomaterials.2010.03.040,lysozyme,,chicken egg white,protein XPS reference spectrum,chicken lysozyme C,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3670,10.1016/j.biomaterials.2010.03.040,lysozyme,,tear film,example tear film protein implicated in contact lens fouling,human lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3671,10.1016/j.biomaterials.2010.03.040,gastric mucin,,hog stomach,mucin XPS reference compound,pig gastric mucin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3672,10.1016/j.procbio.2021.04.005,cytochrome-c,Cyt-c,bovine heart,"template protein, target analyte, serum biomarker",bovine cytochrome c,12.4,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3673,10.1016/j.procbio.2021.04.005,myoglobin,Mb,equine skeletal muscle,competitor protein,equine myoglobin,16.7,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3674,10.1016/j.procbio.2021.04.005,hemoglobin,Hb,bovine blood,competitor protein,bovine hemoglobin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3675,10.1016/j.procbio.2021.04.005,serum proteins,,human blood serum,matrix proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3676,10.1016/j.colsurfb.2011.11.058,cytochrome c,Cyt c,horse heart,target protein in aqueous adsorption studies,horse cytochrome c,12.384,10.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3677,10.1016/j.colsurfb.2011.11.058,cytochrome c,Cyt c,rat liver homogenate,target protein purified from biological mixture,rat cytochrome c,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3678,10.1016/j.colsurfb.2011.11.058,rat liver homogenate proteins,,rat liver homogenate,competitor/background proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3679,10.1016/j.bios.2020.112775,porcine serum albumin,PSA,pig,"template protein, target protein, pork contamination marker",porcine serum albumin Sus scrofa,68.0,5.1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3680,10.1016/j.bios.2020.112775,human serum albumin,HSA,human,interfering/reference protein,human serum albumin,68.0,5.1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3681,10.1016/j.bios.2020.112775,bovine serum albumin,BSA,bovine,interfering/reference protein,bovine serum albumin,68.0,5.1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3682,10.1016/j.bios.2020.112775,transferrin,Trf,,interfering/reference protein,transferrin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3683,10.1016/j.bios.2020.112775,lysozyme,Lyz,,interfering/reference protein,lysozyme,14.4,10.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3684,10.1016/j.bios.2020.112775,beef extract proteins,,beef meat extract,real sample matrix and competitor proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3685,10.1016/j.bios.2020.112775,pork extract proteins,,pork meat extract,positive contamination matrix containing PSA marker,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3686,10.1016/j.jhazmat.2020.122417,egg albumin,ALB,raw chicken eggs,"hydrogel matrix material, not adsorbed target protein",chicken egg albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3687,10.1016/j.jelechem.2009.08.009,glucose oxidase,GOx,,immobilized enzyme catalyst,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3688,10.1016/j.jelechem.2009.08.009,catalase,,,immobilized enzyme,catalase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3689,10.1016/j.matbio.2008.08.001,collagen type IV,,,extracellular matrix protein physically entrapped in PEG hydrogel,collagen type IV,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3690,10.1016/j.matbio.2008.08.001,laminin,,,extracellular matrix protein physically entrapped in PEG hydrogel,laminin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3691,10.1016/j.matbio.2008.08.001,entactin,nidogen,,basement membrane protein included with collagen type IV and laminin,entactin nidogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3692,10.1016/j.matbio.2008.08.001,insulin,,mouse/rat assay target from murine islets,secreted protein measured by ELISA as cell-function outcome,mouse insulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3693,10.1016/j.matbio.2008.08.001,integrin alpha6 subunit,alpha6,murine islets,laminin receptor target blocked by antibody,mouse integrin alpha 6,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3694,10.1016/j.matbio.2008.08.001,67-kDa laminin receptor,,murine islets,laminin receptor target blocked by antibody,67 kDa laminin receptor mouse,67.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3695,10.1016/j.biomaterials.2007.10.039,Lysozyme,,chick,tear film protein adsorbate,chick lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3696,10.1016/j.biomaterials.2007.10.039,Albumin,HSA,human serum,tear film protein adsorbate,human serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3697,10.1016/j.biomaterials.2007.10.039,Immunoglobulin G,IgG,human,tear film protein adsorbate,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3698,10.1016/j.biomaterials.2007.10.039,beta-Lactoglobulin,,bovine,tear solution protein component / adsorbate,bovine beta-lactoglobulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3699,10.1016/j.matlet.2014.04.125,thyroglobulin,,,marker protein / adsorbate,thyroglobulin,669.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3700,10.1016/j.matlet.2014.04.125,ferritin,,,marker protein / adsorbate,ferritin,440.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3701,10.1016/j.matlet.2014.04.125,catalase,,,marker protein / adsorbate,catalase,232.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3702,10.1016/j.matlet.2014.04.125,lactate dehydrogenase,LDH,,marker protein / adsorbate,lactate dehydrogenase,140.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3703,10.1016/j.matlet.2014.04.125,albumin,,,marker protein / adsorbate,albumin,66.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3704,10.1016/j.matlet.2014.04.125,fructose dehydrogenase,,,prior-work enzyme example,fructose dehydrogenase,140.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3705,10.1016/j.matdes.2025.113581,bovine serum albumin,BSA,bovine,model protein adsorbate,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3706,10.1016/j.foodhyd.2024.110558,Bovine serum albumin,BSA,bovine,protein component of recombinant microgels; hydrophobicity-modifying component,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3707,10.1016/j.ijbiomac.2025.146786,kidney bean protein microgel,,Phaseolus vulgaris L.,Pickering particle and adsorbing interfacial stabilizer,Phaseolus vulgaris kidney bean storage protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3708,10.1016/j.ijbiomac.2025.146786,bovine serum albumin,BSA,bovine,BCA assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3709,10.1016/j.jcis.2012.07.018,lysozyme,,chicken egg white,target protein; model tear protein,chicken egg white lysozyme,14.7,10.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3710,10.1016/j.jcis.2012.07.018,tear proteins,,tear fluid,biological context mixture,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3711,10.1016/j.jchromb.2012.06.027,lysozyme,,AppliChem GmbH source; biological species not specified,"model target protein for DBC, purification, and biomass capture",lysozyme,nan,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3712,10.1016/j.jchromb.2012.06.027,immunoglobulin G,IgG,Octapharma GmbH source; species not specified,Cy3-labeled protein probe for CLSM adsorption visualization,immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3713,10.1016/j.jchromb.2012.06.027,concanavalin A,,,competitor protein in defined mixture,concanavalin A,nan,5.5,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3714,10.1016/j.jchromb.2012.06.027,alpha-chymotrypsinogen,,,competitor protein in defined mixture,alpha-chymotrypsinogen,nan,9.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3715,10.1016/j.ejps.2007.05.003,subtilisin protease,CLEC protease,Bacillus subtilis,encapsulated protein/enzyme payload and crosslinked enzyme crystal,subtilisin Bacillus subtilis,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3716,10.1016/j.ejps.2007.05.003,bovine serum albumin,BSA,,protein estimation standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3717,10.1016/j.foodhyd.2016.04.025,lactoferrin,,bovine; Bioferrin 2000 bioactive whey peptide,protein tested for adsorption/stabilization and possible encapsulation in calcium alginate microgels,bovine lactoferrin,nan,8.6,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3718,10.1016/j.foodhyd.2016.04.025,lysozyme,,chicken egg white,cationic comparator protein tested for interaction with calcium alginate microgels,chicken egg white lysozyme,nan,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3719,10.1016/j.chroma.2008.11.031,R-Phycoerythrin,R-PE,,model protein analyte for focusing and concentration,R-Phycoerythrin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3720,10.1016/j.chroma.2008.11.031,green fluorescent protein,GFP,recombinant enhanced GFP,model protein analyte for focusing reproducibility,enhanced green fluorescent protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3721,10.1016/j.chroma.2008.11.031,beta-Lactoglobulin A,,,model protein analyte in three-protein separation after FITC labeling,beta-lactoglobulin A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3722,10.1016/j.biomaterials.2024.122494,bovine serum albumin,BSA,bovine,"hydrogel backbone, nanoparticle stabilizer, drug-binding protein matrix",bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3723,10.1016/j.biomaterials.2024.122494,Cy5.5 dye-conjugated bovine serum albumin,Cy5.5-BSA,bovine,fluorescently labeled hydrogel component for tissue retention tracking,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3724,10.1016/j.cej.2026.176012,fluorescein isothiocyanate-conjugated bovine serum albumin,FITC-BSA,bovine,model protein for anti-protein adsorption performance,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3725,10.1016/j.cej.2026.176012,bovine serum albumin,BSA,bovine,model protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3726,10.1016/j.apcata.2007.05.040,horseradish peroxidase,HRP,horseradish,natural enzyme comparator mentioned for HVA oxidation behavior; not an adsorption target,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3727,10.1016/j.clae.2019.09.007,lysozyme,,Sigma lysozyme powder,target adsorbed tear protein,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3728,10.1016/j.jhazmat.2025.138611,cytochrome P450,CYP450,microalgae,enzyme evaluated for ribavirin degradation mechanism,cytochrome P450 microalgae,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3729,10.1016/j.jhazmat.2025.138611,glutathione S-transferase,GST,microalgae,enzyme evaluated for ribavirin degradation mechanism,glutathione S-transferase microalgae,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3730,10.1016/j.jhazmat.2025.138611,adenosine kinase,ADK,microalgae,key enzyme in ribavirin degradation,adenosine kinase microalgae,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3731,10.1016/j.jhazmat.2025.138611,protein-like substances,,EPS or wastewater DOM,fluorescent organic matter component,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3732,10.1016/j.molcatb.2006.07.008,α-chymotrypsin,CT,,target protein/model enzyme immobilized on magnetic nanogel,alpha-chymotrypsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
