doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1021/acsabm.4c01757,Biomimetic Molecularly Imprinted Nanogels for the Recognition of Spike Glycoproteins,ACS,success,7,15,5,7,local_article_corpus/ACS/10.1021_acsabm.4c01757/10.1021_acsabm.4c01757.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.0c03007,Anti-Biofouling and Water-Stable Balanced Charged Metal Organic Framework-Based Polyelectrolyte Hydrogels for Extracting Uranium from Seawater,ACS,partial,0,11,0,2,local_article_corpus/ACS/10.1021_acsami.0c03007/10.1021_acsami.0c03007.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.0c17427,Stimuli-Responsive Zwitterionic Core-Shell Microgels for Antifouling Surface Coatings,ACS,success,6,11,2,4,local_article_corpus/ACS/10.1021_acsami.0c17427/10.1021_acsami.0c17427.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.0c21596,Serum Protein Adsorption Modulates the Toxicity of Highly Positively Charged Hydrogel Surfaces,ACS,success,5,11,5,8,local_article_corpus/ACS/10.1021_acsami.0c21596/10.1021_acsami.0c21596.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.1c09100,Immobilizing Enzymes on Noble Metal Hydrogel Nanozymes with Synergistically Enhanced Peroxidase Activity for Ultrasensitive Immunoassays by Cascade Signal Amplification,ACS,success,7,13,10,4,local_article_corpus/ACS/10.1021_acsami.1c09100/10.1021_acsami.1c09100.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.1c11316,Antifouling Fibrous Membrane Enables High Efficiency and High-Flux Microfiltration for Water Treatment,ACS,success,1,12,1,4,local_article_corpus/ACS/10.1021_acsami.1c11316/10.1021_acsami.1c11316.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.1c12307,Enzymatic Synthesis of Sialic Acids in Microfluidics to Overcome Cross-Inhibitions and Substrate Supply Limitations,ACS,partial,0,7,4,2,local_article_corpus/ACS/10.1021_acsami.1c12307/10.1021_acsami.1c12307.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.1c12696,Transparent Janus Hydrogel Wet Adhesive for Underwater Self-Cleaning,ACS,partial,0,9,2,3,local_article_corpus/ACS/10.1021_acsami.1c12696/10.1021_acsami.1c12696.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.1c21814,In-Line Characterization of the Temperature-Responsive Behavior of Surface-Bound Microgel Coatings by QCM-D: A Novel Strategy for Protein Repellence Evaluation,ACS,success,4,10,1,5,local_article_corpus/ACS/10.1021_acsami.1c21814/10.1021_acsami.1c21814.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.2c01953,Fc Domain-Imprinted Stealth Nanogels Capable of Orientational Control of Immunoglobulin G Adsorbed In Vivo,ACS,success,8,22,8,6,local_article_corpus/ACS/10.1021_acsami.2c01953/10.1021_acsami.2c01953.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.2c14614,"Anti-Fouling, Adhesive Polyzwitterionic Hydrogel Electrodes Toughened Using a Tannic Acid Nanoflower",ACS,success,2,10,1,2,local_article_corpus/ACS/10.1021_acsami.2c14614/10.1021_acsami.2c14614.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.2c17272,"""Self-Defensive"" Antifouling Zwitterionic Hydrogel Coatings on Polymeric Substrates",ACS,success,2,11,2,2,local_article_corpus/ACS/10.1021_acsami.2c17272/10.1021_acsami.2c17272.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.2c19877,Protein Release by Controlled Desorption from Transiently Cationic Nanoparticles,ACS,success,19,16,5,4,local_article_corpus/ACS/10.1021_acsami.2c19877/10.1021_acsami.2c19877.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.2c20857,Design of Synthetic Hydrogel Compositions for Noncovalent Protein Recognition,ACS,success,17,17,8,10,local_article_corpus/ACS/10.1021_acsami.2c20857/10.1021_acsami.2c20857.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.3c00227,Hydrogel-Anchored Fe-Based Amorphous Coatings with Integrated Antifouling and Anticorrosion Functionality,ACS,success,1,14,2,3,local_article_corpus/ACS/10.1021_acsami.3c00227/10.1021_acsami.3c00227.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.3c06230,Stimuli-Responsive DNA-Based Hydrogels on Surfaces for Switchable Bioelectrocatalysis and Controlled Release of Loads,ACS,success,4,10,4,6,local_article_corpus/ACS/10.1021_acsami.3c06230/10.1021_acsami.3c06230.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.3c17580,Construction of a Soft Antifouling PAA/PSBMA Hydrogel Coating with High Toughness and Low Swelling through the Dynamic Coordination Bonding Provided by Al(OH)3 Nanoparticles,ACS,success,2,13,1,4,local_article_corpus/ACS/10.1021_acsami.3c17580/10.1021_acsami.3c17580.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.3c17633,"DNA Hydrogels with Programmable Condensation, Expansion, and Degradation for Molecular Carriers",ACS,partial,0,10,7,4,local_article_corpus/ACS/10.1021_acsami.3c17633/10.1021_acsami.3c17633.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.3c18699,Rapid and Mechanically Robust Immobilization of Proteins on Silica Studied at the Single-Molecule Level by Force Spectroscopy and Verified at the Macroscopic Level,ACS,success,2,8,7,3,local_article_corpus/ACS/10.1021_acsami.3c18699/10.1021_acsami.3c18699.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.4c01088,Hemoadhican-Based Bioabsorbable Hydrogel for Preventing Postoperative Adhesions,ACS,success,2,7,5,5,local_article_corpus/ACS/10.1021_acsami.4c01088/10.1021_acsami.4c01088.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.4c02574,Zwitterionic Hydrogel Coating with Antisediment Properties for Marine Antifouling Applications,ACS,partial,0,9,0,2,local_article_corpus/ACS/10.1021_acsami.4c02574/10.1021_acsami.4c02574.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.4c18519,Lignin-Based Mucus-Mimicking Antiviral Hydrogels with Enzyme Stability and Tunable Porosity,ACS,partial,0,9,4,3,local_article_corpus/ACS/10.1021_acsami.4c18519/10.1021_acsami.4c18519.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.4c19096,MXene/Ag-Based Zwitterionic Double-Network Hydrogels with Enhanced Mechanical Strength and Antifouling Performances,ACS,success,2,17,2,2,local_article_corpus/ACS/10.1021_acsami.4c19096/10.1021_acsami.4c19096.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.5b02156,Programmed DNAzyme-Triggered Dissolution of DNA-Based Hydrogels: Means for Controlled Release of Biocatalysts and for the Activation of Enzyme Cascades,ACS,partial,0,9,3,4,local_article_corpus/ACS/10.1021_acsami.5b02156/10.1021_acsami.5b02156.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.5b03325,"Design of Stable and Powerful Nanobiocatalysts, Based on Enzyme Laccase Immobilized on Self-Assembled 3D Graphene/Polymer Composite Hydrogels",ACS,success,5,11,1,4,local_article_corpus/ACS/10.1021_acsami.5b03325/10.1021_acsami.5b03325.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.5c05228,Fabrication of Microgel-Functionalized Metal-Organic Framework Composite Polyurethane/Hydrogel Coatings with Enhanced Antifouling Performance,ACS,partial,0,13,1,4,local_article_corpus/ACS/10.1021_acsami.5c05228/10.1021_acsami.5c05228.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.6b15004,Core (Polystyrene)-Shell [Poly(glycerol monomethacrylate)] Particles,ACS,success,6,10,3,5,local_article_corpus/ACS/10.1021_acsami.6b15004/10.1021_acsami.6b15004.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.7b17670,Novel Balanced Charged Alginate/PEI Polyelectrolyte Hydrogel that Resists Foreign-Body Reaction,ACS,success,2,6,3,4,local_article_corpus/ACS/10.1021_acsami.7b17670/10.1021_acsami.7b17670.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.7b18423,Patterning Multi-Nanostructured Poly(l-lactic acid) Fibrous Matrices to Manipulate Biomolecule Distribution and Functions,ACS,success,4,9,2,2,local_article_corpus/ACS/10.1021_acsami.7b18423/10.1021_acsami.7b18423.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.8b08381,Tailored Robust Hydrogel Composite Membranes for Continuous Protein Crystallization with Ultrahigh Morphology Selectivity,ACS,success,5,13,2,7,local_article_corpus/ACS/10.1021_acsami.8b08381/10.1021_acsami.8b08381.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.8b10446,Self-Healable Antifouling Zwitterionic Hydrogel Based on Synergistic Phototriggered Dynamic Disulfide Metathesis Reaction and Ionic Interaction,ACS,success,3,12,1,3,local_article_corpus/ACS/10.1021_acsami.8b10446/10.1021_acsami.8b10446.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.8b18302,Mechanical Properties and Concentrations of Poly(ethylene glycol) in Hydrogels and Brushes Direct the Surface Transport of Staphylococcus aureus,ACS,success,5,11,7,3,local_article_corpus/ACS/10.1021_acsami.8b18302/10.1021_acsami.8b18302.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.8b20027,"Porous, pH-Responsive, and Reusable Hydrogel Beads of Bovine Serum Albumin_Au Hybrid as Smart Nanofactories for the Removal of Organic and Inorganic Pollutants from Water: A Detailed Demonstration by Spectroscopy and Microscopy",ACS,partial,0,16,1,2,local_article_corpus/ACS/10.1021_acsami.8b20027/10.1021_acsami.8b20027.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsami.9b16117,Inverse Pickering Emulsion Stabilized by Binary Particles with Contrasting Characteristics and Functionality for Interfacial Biocatalysis,ACS,success,3,14,1,3,local_article_corpus/ACS/10.1021_acsami.9b16117/10.1021_acsami.9b16117.json,include_records,Article yielded one or more extracted records.,
10.1021/acsami.9b17328,Label-Free Analysis of Multivalent Protein Binding Using Bioresponsive Nanogels and Surface Plasmon Resonance (SPR),ACS,success,6,18,7,5,local_article_corpus/ACS/10.1021_acsami.9b17328/10.1021_acsami.9b17328.json,include_records,Article yielded one or more extracted records.,
10.1021/acsanm.5c05531,Metal-Coordinated His-Tag Functionalization of Polymeric Nanogels for Therapeutic Applications,ACS,partial,0,10,5,2,local_article_corpus/ACS/10.1021_acsanm.5c05531/10.1021_acsanm.5c05531.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsapm.1c00380,Chemical Design of Hydrogels with Immobilized Laccase for the Reduction of Persistent Trace Compounds in Wastewater,ACS,success,5,11,2,4,local_article_corpus/ACS/10.1021_acsapm.1c00380/10.1021_acsapm.1c00380.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.2c00302,Anti(-bio)fouling Nanostructured Membranes Based on the Cross-Linked Assembly of Stimuli-Responsive Zwitterionic Microgels,ACS,success,8,14,2,4,local_article_corpus/ACS/10.1021_acsapm.2c00302/10.1021_acsapm.2c00302.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.2c00359,Multifunctional Magnetic Hydrogels Fabricated by Iron Oxide Nanoparticles Mediated Radical Polymerization,ACS,partial,0,8,1,2,local_article_corpus/ACS/10.1021_acsapm.2c00359/10.1021_acsapm.2c00359.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsapm.2c01300,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies,ACS,success,7,17,1,4,local_article_corpus/ACS/10.1021_acsapm.2c01300/10.1021_acsapm.2c01300.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.3c00890,Poly(N-acryloylmorpholine) Nanogels as Promising Materials for Biomedical Applications: Low Protein Adhesion and High Colloidal Stability,ACS,success,5,15,4,3,local_article_corpus/ACS/10.1021_acsapm.3c00890/10.1021_acsapm.3c00890.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.3c02929,Hydrogen Bond-Dominated Hydrogel Copolymers for Selective Isolation and Purification of Microcystin-LR from Microcystis aeruginosa Lysate,ACS,partial,0,11,2,3,local_article_corpus/ACS/10.1021_acsapm.3c02929/10.1021_acsapm.3c02929.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsapm.3c02949,Integrating Sulfobetaine Methacrylate Hydrogel-Modified Cellulose Triacetate Filter into a Zwitterionized Tandem Membrane System for Exosome Isolation,ACS,success,6,11,4,4,local_article_corpus/ACS/10.1021_acsapm.3c02949/10.1021_acsapm.3c02949.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.4c01844,Investigating Molecular Interactions between Mucin and Contact Lens Thin Films Using Nuclear Magnetic Resonance,ACS,success,6,9,6,6,local_article_corpus/ACS/10.1021_acsapm.4c01844/10.1021_acsapm.4c01844.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.5c00472,Melt Manufacturing Route for Biocatalytic Thermoset Hydrogels,ACS,success,6,13,1,5,local_article_corpus/ACS/10.1021_acsapm.5c00472/10.1021_acsapm.5c00472.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.5c02601,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation,ACS,success,12,15,7,11,local_article_corpus/ACS/10.1021_acsapm.5c02601/10.1021_acsapm.5c02601.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.5c03793,Durable Underwater Antifouling Coatings via Interfacial Engineering of Polyurethane Patches,ACS,success,2,14,2,4,local_article_corpus/ACS/10.1021_acsapm.5c03793/10.1021_acsapm.5c03793.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.5c03850,"Robust, Universal, and Reproducible Zwitterionic Hydrogel Medical Coatings Enabled by Cross-Linkable and Graftable Silatrane Chemistry",ACS,success,2,11,8,4,local_article_corpus/ACS/10.1021_acsapm.5c03850/10.1021_acsapm.5c03850.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.5c04233,Fabrication of Ionic Liquid-Functionalized Liquid Metal Composite Hydrogels for Enhanced Antifouling Performance,ACS,partial,0,10,0,3,local_article_corpus/ACS/10.1021_acsapm.5c04233/10.1021_acsapm.5c04233.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsapm.5c04803,Room-Temperature UV-Induced Self-Healing Hydrogels with Antifouling and Antiscratch Surfaces for Soft Contact Lenses,ACS,success,4,9,2,4,local_article_corpus/ACS/10.1021_acsapm.5c04803/10.1021_acsapm.5c04803.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.8b00207,Stimuli-Responsive Microgel-Based Surface Plasmon Resonance Transducer for Glucose Detection Using a Competitive Assay with Concanavalin A,ACS,success,6,8,3,7,local_article_corpus/ACS/10.1021_acsapm.8b00207/10.1021_acsapm.8b00207.json,include_records,Article yielded one or more extracted records.,
10.1021/acsapm.9b01135,Monodisperse Porous Microspheres with pH-Responsive Permeability and Reactivity,ACS,success,3,14,2,3,local_article_corpus/ACS/10.1021_acsapm.9b01135/10.1021_acsapm.9b01135.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.0c01690,Charged Poly(N-isopropylacrylamide) Nanogels for the Stabilization of High Isoelectric Point Proteins,ACS,success,22,11,10,4,local_article_corpus/ACS/10.1021_acsbiomaterials.0c01690/10.1021_acsbiomaterials.0c01690.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.1c00852,Antifouling and Mechanical Properties of Photografted Zwitterionic Hydrogel Thin-Film Coatings Depend on the Cross-Link Density,ACS,success,7,14,3,4,local_article_corpus/ACS/10.1021_acsbiomaterials.1c00852/10.1021_acsbiomaterials.1c00852.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.2c00250,Tuning Surface Plasmon Resonance Responses through Size and Crosslinking Control of Multivalent Protein Binding-Capable Nanoscale Hydrogels,ACS,success,8,11,5,4,local_article_corpus/ACS/10.1021_acsbiomaterials.2c00250/10.1021_acsbiomaterials.2c00250.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.3c00856,Superhydrophilic Poly(2-hydroxyethyl methacrylate) Hydrogel with Nanosilica Covalent Coating: A Promising Contact Lens Material for Resisting Tear Protein Deposition and Bacterial Adhesion,ACS,success,4,9,5,4,local_article_corpus/ACS/10.1021_acsbiomaterials.3c00856/10.1021_acsbiomaterials.3c00856.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.3c01386,A Functional Hydrogel Bead-Based High-Throughput Screening System for Mammalian Cells with Enhanced Secretion of Therapeutic Antibodies,ACS,success,6,9,7,5,local_article_corpus/ACS/10.1021_acsbiomaterials.3c01386/10.1021_acsbiomaterials.3c01386.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.4c01436,DNA Aptamers That Bind to Alginate Hydrogels,ACS,success,3,11,2,3,local_article_corpus/ACS/10.1021_acsbiomaterials.4c01436/10.1021_acsbiomaterials.4c01436.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.5c02112,A Customizable Antibody Delivery Strategy Using Fc-Affinity Ligands,ACS,success,9,12,6,7,local_article_corpus/ACS/10.1021_acsbiomaterials.5c02112/10.1021_acsbiomaterials.5c02112.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.6b00706,Dual Affinity Heparin-Based Hydrogels Achieve Pro-Regenerative Immunomodulation and Microvascular Remodeling,ACS,success,3,11,3,4,local_article_corpus/ACS/10.1021_acsbiomaterials.6b00706/10.1021_acsbiomaterials.6b00706.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.6c00634,Domain Coordination Governs Pore Architecture in Transient Double-Network Antibody-Binding Polyprotein Hydrogels,ACS,success,10,9,5,5,local_article_corpus/ACS/10.1021_acsbiomaterials.6c00634/10.1021_acsbiomaterials.6c00634.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.7b00397,Injectable and Degradable Poly(Oligoethylene glycol methacrylate) Hydrogels with Tunable Charge Densities as Adhesive Peptide-Free Cell Scaffolds,ACS,success,6,9,2,3,local_article_corpus/ACS/10.1021_acsbiomaterials.7b00397/10.1021_acsbiomaterials.7b00397.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomaterials.7b00563,Supramolecular Hydrogel Inspired from DNA Structures Mimics Peroxidase Activity,ACS,partial,0,10,0,3,local_article_corpus/ACS/10.1021_acsbiomaterials.7b00563/10.1021_acsbiomaterials.7b00563.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsbiomaterials.7b00718,Polymer Microneedle Mediated Local Aptamer Delivery for Blocking the Function of Vascular Endothelial Growth Factor,ACS,partial,0,8,2,4,local_article_corpus/ACS/10.1021_acsbiomaterials.7b00718/10.1021_acsbiomaterials.7b00718.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsbiomaterials.9b00522,Tissue Response and Biodistribution of Injectable Cellulose Nanocrystal Composite Hydrogels,ACS,success,12,15,3,5,local_article_corpus/ACS/10.1021_acsbiomaterials.9b00522/10.1021_acsbiomaterials.9b00522.json,include_records,Article yielded one or more extracted records.,
10.1021/acsbiomedchemau.3c00001,Template-Based Porous Hydrogel Microparticles as Carriers for Therapeutic Proteins,ACS,success,13,18,5,6,local_article_corpus/ACS/10.1021_acsbiomedchemau.3c00001/10.1021_acsbiomedchemau.3c00001.json,include_records,Article yielded one or more extracted records.,
10.1021/acscentsci.2c00576,Gigavalent Display of Proteins on Monodisperse Polyacrylamide Hydrogels as a Versatile Modular Platform for Functional Assays and Protein Engineering,ACS,success,10,21,21,5,local_article_corpus/ACS/10.1021_acscentsci.2c00576/10.1021_acscentsci.2c00576.json,include_records,Article yielded one or more extracted records.,
10.1021/acscentsci.2c01245,Quick-Release Antifouling Hydrogels for Solar-Driven Water Purification,ACS,partial,0,12,0,1,local_article_corpus/ACS/10.1021_acscentsci.2c01245/10.1021_acscentsci.2c01245.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsestwater.2c00165,Nanofibrous Kevlar Hydrogel Ultrafiltration Membrane with High Acid Resistance and Antifouling Properties for Wastewater Treatment,ACS,success,2,9,1,3,local_article_corpus/ACS/10.1021_acsestwater.2c00165/10.1021_acsestwater.2c00165.json,include_records,Article yielded one or more extracted records.,
10.1021/acsmeasuresciau.6c00075,Hydrogel Bead-Based Assay for the Measurement of Protein Biomarkers in Saliva,ACS,success,6,11,5,5,local_article_corpus/ACS/10.1021_acsmeasuresciau.6c00075/10.1021_acsmeasuresciau.6c00075.json,include_records,Article yielded one or more extracted records.,
10.1021/acsnano.0c09512,Protection of Oxygen-Sensitive Enzymes by Peptide Hydrogel,ACS,success,4,13,2,5,local_article_corpus/ACS/10.1021_acsnano.0c09512/10.1021_acsnano.0c09512.json,include_records,Article yielded one or more extracted records.,
10.1021/acsnano.1c00353,Control of Nanoscale In Situ Protein Unfolding Defines Network Architecture and Mechanics of Protein Hydrogels,ACS,partial,0,7,2,3,local_article_corpus/ACS/10.1021_acsnano.1c00353/10.1021_acsnano.1c00353.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acsnano.3c02050,Abiotic Synthetic Antibody Inhibitor with Broad-Spectrum Neutralization and Antiviral Efficacy against Escaping SARS-CoV-2 Variants,ACS,success,8,13,9,5,local_article_corpus/ACS/10.1021_acsnano.3c02050/10.1021_acsnano.3c02050.json,include_records,Article yielded one or more extracted records.,
10.1021/acsnano.4c09578,Ultrasensitive Surface-Enhanced Raman Scattering Platform for Protein Detection via Active Delivery to Nanogaps as a Hotspot,ACS,success,8,14,3,5,local_article_corpus/ACS/10.1021_acsnano.4c09578/10.1021_acsnano.4c09578.json,include_records,Article yielded one or more extracted records.,
10.1021/acsomega.0c06327,Antifouling Silicone Hydrogel Contact Lenses with a Bioinspired 2-Methacryloyloxyethyl Phosphorylcholine Polymer Surface,ACS,success,5,16,4,4,local_article_corpus/ACS/10.1021_acsomega.0c06327/10.1021_acsomega.0c06327.json,include_records,Article yielded one or more extracted records.,
10.1021/acsomega.4c11143,Preparation of Temperature-Sensitive Molecularly Imprinted Cryogel for Specific Recognition of Proteins,ACS,success,8,12,4,5,local_article_corpus/ACS/10.1021_acsomega.4c11143/10.1021_acsomega.4c11143.json,include_records,Article yielded one or more extracted records.,
10.1021/acsomega.5c07033,A Novel Peptide-Anchoring Method to Functionalize Gelatin Hydrogels with Antibodies via a Noncovalent Interaction,ACS,success,25,17,6,6,local_article_corpus/ACS/10.1021_acsomega.5c07033/10.1021_acsomega.5c07033.json,include_records,Article yielded one or more extracted records.,
10.1021/acssensors.9b01928,Improved Measurement of Proteins Using a Solid-State Nanopore Coupled with a Hydrogel,ACS,partial,0,5,3,2,local_article_corpus/ACS/10.1021_acssensors.9b01928/10.1021_acssensors.9b01928.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/acssuschemeng.4c00450,Coencapsulating Anionic Cofactor and Silica Nanoparticle-Bound Enzymes in Cationic Microgel for Multienzyme Cascade Reaction with Cofactor Recycling,ACS,success,5,11,4,6,local_article_corpus/ACS/10.1021_acssuschemeng.4c00450/10.1021_acssuschemeng.4c00450.json,include_records,Article yielded one or more extracted records.,
10.1021/acssuschemeng.6b01674,Diffusion-Controlled Simultaneous Sensing and Scavenging of Heavy Metal Ions in Water Using Atomically Precise Cluster-Cellulose Nanocrystal Composites,ACS,partial,0,8,1,3,local_article_corpus/ACS/10.1021_acssuschemeng.6b01674/10.1021_acssuschemeng.6b01674.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/am300197m,Self-Assembled Poly(ethylene glycol)-co-Acrylic Acid Microgels to Inhibit Bacterial Colonization of Synthetic Surfaces,ACS,success,4,10,3,6,local_article_corpus/ACS/10.1021_am300197m/10.1021_am300197m.json,include_records,Article yielded one or more extracted records.,
10.1021/am501167x,Fabrication of Robust Hydrogel Coatings on Polydimethylsiloxane Substrates Using Micropillar Anchor Structures with Chemical Surface Modification,ACS,success,3,12,2,4,local_article_corpus/ACS/10.1021_am501167x/10.1021_am501167x.json,include_records,Article yielded one or more extracted records.,
10.1021/am5027067,Coating Gigaporous Polystyrene Microspheres with Cross-linked Poly(vinyl alcohol) Hydrogel as a Rapid Protein Chromatography Matrix,ACS,success,3,12,2,6,local_article_corpus/ACS/10.1021_am5027067/10.1021_am5027067.json,include_records,Article yielded one or more extracted records.,
10.1021/am504120c,"Hollow Microgel Based Ultrathin Thermoresponsive Membranes for Separation, Synthesis, and Catalytic Applications",ACS,success,2,11,2,5,local_article_corpus/ACS/10.1021_am504120c/10.1021_am504120c.json,include_records,Article yielded one or more extracted records.,
10.1021/am5063376,Enhanced Activity of Acetyl CoA Synthetase Adsorbed on Smart Microgel: an Implication for Precursor Biosynthesis,ACS,success,2,15,3,4,local_article_corpus/ACS/10.1021_am5063376/10.1021_am5063376.json,include_records,Article yielded one or more extracted records.,
10.1021/am9005435,Centrifugal Deposition of Microgels for the Rapid Assembly of Nonfouling Thin Films,ACS,partial,0,13,2,2,local_article_corpus/ACS/10.1021_am9005435/10.1021_am9005435.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/am900875g,"Poly(ethylene glycol)-Based Thiol-ene Hydrogel Coatings−Curing Chemistry, Aqueous Stability, and Potential Marine Antifouling Applications",ACS,success,1,11,1,3,local_article_corpus/ACS/10.1021_am900875g/10.1021_am900875g.json,include_records,Article yielded one or more extracted records.,
10.1021/bc000095u,Enzyme Conjugation to the Polysaccharide Chitosan:  Smart Biocatalysts and Biocatalytic Hydrogels,ACS,partial,0,9,1,3,local_article_corpus/ACS/10.1021_bc000095u/10.1021_bc000095u.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/bm025697q,Preparation of Comb-Type N-Isopropylacrylamide Hydrogel Beads and Their Application for Size-Selective Separation Media,ACS,success,4,9,2,4,local_article_corpus/ACS/10.1021_bm025697q/10.1021_bm025697q.json,include_records,Article yielded one or more extracted records.,
10.1021/bm0500087,"Phase Transition Behavior, Protein Adsorption, and Cell Adhesion Resistance of Poly(ethylene glycol) Cross-Linked Microgel Particles",ACS,success,4,11,3,4,local_article_corpus/ACS/10.1021_bm0500087/10.1021_bm0500087.json,include_records,Article yielded one or more extracted records.,
10.1021/bm0503221,Synthesis of Protein-Loaded Hydrogel Particles in an Aqueous Two-Phase System for Coincident Antigen and CpG Oligonucleotide Delivery to Antigen-Presenting Cells,ACS,success,11,12,10,6,local_article_corpus/ACS/10.1021_bm0503221/10.1021_bm0503221.json,include_records,Article yielded one or more extracted records.,
10.1021/bm050324l,Hemoglobin Recognition by Imprinting in Semi-Interpenetrating Polymer Network Hydrogel Based on Polyacrylamide and Chitosan,ACS,success,6,8,2,4,local_article_corpus/ACS/10.1021_bm050324l/10.1021_bm050324l.json,include_records,Article yielded one or more extracted records.,
10.1021/bm060075g,Experimental Calcification of HEMA-Based Hydrogels in the Presence of Albumin and a Comparison to the in Vivo Calcification,ACS,success,5,16,3,5,local_article_corpus/ACS/10.1021_bm060075g/10.1021_bm060075g.json,include_records,Article yielded one or more extracted records.,
10.1021/bm070005p,Influence of Ancillary Binding and Nonspecific Adsorption on Bioresponsive Hydrogel Microlenses,ACS,success,6,12,4,3,local_article_corpus/ACS/10.1021_bm070005p/10.1021_bm070005p.json,include_records,Article yielded one or more extracted records.,
