id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
175,10.1021/ac900676t,hydrogel_properties.responsive_type,"""thermosensitive""",observed_fulltext,A thermosensitive macroporous hydrogel showing selectivity for the lysozyme was developed,Abstract,,0.98,field_completion_v9_property_rescue_patch,mip_imprinting,responsive_type is directly supported but is not in the missing_focus lists for these records.,2026-07-06T07:44:13,v9_remaining860
176,10.1021/ac900676t,hydrogel.preparation_solvent,"""Tris-HCl buffer (10 mmol/L, pH 7.0)""",observed_fulltext,"were dissolved in 2.0 mL of Tris-HCl buffer (10 mmol/L, pH 7.0)",Preparation of Thermosensitive Imprinted Hydrogels,,0.95,field_completion_v9_property_rescue_patch,mip_imprinting,preparation_solvent is directly supported but is not in the missing_focus lists for these records.,2026-07-06T07:44:13,v9_remaining860
177,10.1021/ac900676t,hydrogel_properties.pore_size,"""macroporous morphology observed by SEM; scale bar 2.0 mm""",observed_fulltext,SEM photomicrographs of the P(Cu+Lyz2) ... (Scale bar = 2.0 mm.),Figure caption,Figure 2,0.4,field_completion_v9_property_rescue_patch,mip_imprinting,The supplied context supports macroporous morphology but does not provide a numeric pore size that can be assigned as an experimental value.,2026-07-06T07:44:13,v9_remaining860
1206,10.1021/acs.analchem.0c01898,experiment.detection_method,"""MALDI MS(/MS); MALDI-TOF/TOF for selected peptides""",observed_fulltext,The resulting solution was vacuum-dried to preconcentrate the sample and then analyzed by MALDI MS(/MS).,Protocol on Pictorial and Historical Samples,,0.95,field_completion_v9_property_rescue_patch,enzyme_immobilization,Detection method is explicitly reported but this target path is not in the missing_focus list for the records.,2026-07-06T12:45:21,v9_remaining860
1207,10.1021/acs.analchem.0c01898,experiment.contact_time,"{""value"":30,""unit"":""min"",""raw_text"":""putting the loaded hydrogel pieces onto the replica surface for 30 min""}",observed_fulltext,In situ multienzyme digestion of protein binders was carried out by putting the loaded hydrogel pieces onto the replica surface for 30 min.,Protocol on Pictorial and Historical Samples,,0.95,field_completion_v9_property_rescue_patch,enzyme_immobilization,Contact time is explicitly reported but this target path is not in the missing_focus list for the records.,2026-07-06T12:45:21,v9_remaining860
1813,10.1021/acs.analchem.2c03055,hydrogel.functional_groups,"""abundant carboxyl groups""",observed_fulltext,carboxyl group-rich PMAANGs as nanocarriers,Synthesis and Characterization of PMAANGs-ABEI/Co2+,,0.92,field_completion_v9_property_rescue_patch,micro_nanogel,"This value is directly reported, but hydrogel.functional_groups is not in the missing_focus list for the records.",2026-07-06T19:57:09,v9_remaining860
1814,10.1021/acs.analchem.2c03055,hydrogel.preparation_solvent,"""acetonitrile""",observed_fulltext,when the solvent acetonitrile was heated to boiling,Synthesis and Characterization of PMAANGs-ABEI/Co2+,,0.85,field_completion_v9_property_rescue_patch,micro_nanogel,"The solvent applies to PMAANG synthesis, but hydrogel.preparation_solvent is not in the missing_focus list for these records.",2026-07-06T19:57:09,v9_remaining860
1815,10.1021/acs.analchem.2c03055,hydrogel_properties.swelling,"""DLS hydrodynamic diameter larger than TEM size due to swelling in aqueous solution""",observed_fulltext,This was attributed to the swelling of the nanogels in aqueous solutions.,Synthesis and Characterization of PMAANGs-ABEI/Co2+,Figure 1B,0.8,field_completion_v9_property_rescue_patch,micro_nanogel,The article states qualitative swelling behavior but does not report a swelling ratio or water content value assignable to the missing quantitative fields.,2026-07-06T19:57:09,v9_remaining860
1021,10.1021/acs.analchem.5b00776,hydrogel_properties.water_content_pct,"{""value"":65,""unit"":""% solvent by volume"",""raw_text"":""approximately ∼65% solvent (in this case, PBS) by volume""}",observed_fulltext,"we estimate that the HNPs contain approximately ∼65% solvent (in this case, PBS) by volume",A Synthesis of 220 nm NIPAm-Based HNPs for Melittin Uptake,,0.88,field_completion_v9_property_rescue_patch,micro_nanogel,"The value maps to the shared 220 nm HNP sample, but hydrogel_properties.water_content_pct is not listed in the missing_focus paths for these records.",2026-07-06T11:56:23,v9_remaining860
1022,10.1021/acs.analchem.5b00776,protein.charge_at_experiment_pH,"""melittin has net charge of +6 in PBS""",observed_fulltext,"melittin... has 16 nonpolar, 5 polar, and 5 charged amino acid residues with a net charge of +6 in PBS",A Synthesis of 220 nm NIPAm-Based HNPs for Melittin Uptake,,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,"This value applies to melittin records, but protein.charge_at_experiment_pH is not listed in the missing_focus paths for the melittin records.",2026-07-06T11:56:23,v9_remaining860
1782,10.1021/acs.analchem.5c00346,hydrogel.synthesis_method,"""simple hydrothermal/solvothermal method; heated at 120 °C for 12 h in DMF/H2O (7:3)""",observed_fulltext,prepared by a simple hydrothermal method... placed in a Teflon-lined stainless steel autoclave and heated at 120 °C for 12 h,Characterization of an Eye Patch Fluorescent Sensor Based on the Eu-Dy MOF Gel; Design and Synthesis of Probes for MOFs with High Luminescence Efficiency,Figure 2A,0.92,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The synthesis method is clearly reported, but hydrogel.synthesis_method is not in any record's missing_focus list.",2026-07-06T19:49:02,v9_remaining860
1783,10.1021/acs.analchem.5c00346,hydrogel.preparation_solvent,"""DMF/H2O (7:3)""",observed_fulltext,mixed under vigorous stirring for 5 min in DMF/H2O (7:3) solution,Design and Synthesis of Probes for MOFs with High Luminescence Efficiency,,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The preparation solvent is directly reported, but hydrogel.preparation_solvent is not in any record's missing_focus list.",2026-07-06T19:49:02,v9_remaining860
1784,10.1021/acs.analchem.5c00346,hydrogel.preparation_temp_C,"{""value"":120,""unit"":""°C"",""raw_text"":""heated at 120 °C for 12 h""}",observed_fulltext,heated at 120 °C for 12 h,Design and Synthesis of Probes for MOFs with High Luminescence Efficiency,,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The preparation temperature is directly reported, but hydrogel.preparation_temp_C is not in any record's missing_focus list.",2026-07-06T19:49:02,v9_remaining860
1785,10.1021/acs.analchem.5c00346,hydrogel.gelation_time,"{""value"":12,""unit"":""h"",""raw_text"":""homogeneous translucent gel-like product at 12 h of reaction""}",observed_fulltext,Dy-MOFs formed a homogeneous translucent gel-like product at 12 h of reaction,Characterization of an Eye Patch Fluorescent Sensor Based on the Eu-Dy MOF Gel,Figure 2B,0.78,field_completion_v9_property_rescue_patch,general_batch_adsorption,"Gel formation time is discussed for the MOF gel system, but hydrogel.gelation_time is not in any record's missing_focus list.",2026-07-06T19:49:02,v9_remaining860
1786,10.1021/acs.analchem.5c00346,hydrogel.functional_groups,"[""-B(OH)2"",""B-O"",""C-B"",""-COOH"",""C-O""]",observed_fulltext,"peaks of C-B at 1146 cm-1, -B(OH)2 at 1426 cm-1 and 1598 cm-1, -COOH at 1598 cm-1, and C-O at 1708 cm-1",Characterization of an Eye Patch Fluorescent Sensor Based on the Eu-Dy MOF Gel,Figure 3B,0.9,field_completion_v9_property_rescue_patch,general_batch_adsorption,"Functional groups are reported for the Eu-Dy MOF gel, but hydrogel.functional_groups is not in any record's missing_focus list.",2026-07-06T19:49:02,v9_remaining860
1550,10.1021/acs.analchem.5c05611,hydrogel_properties.contact_angle_deg,"{""value"":17.3,""unit"":""deg"",""raw_text"":""reducing the contact angle to 17.3°""}",observed_fulltext,Upon modification with Pt-PH... reducing the contact angle to 17.3°,Antifouling Evaluation of the Pt-PH Layer,Figure 5b,0.95,field_completion_v9_property_rescue_patch,antifouling_surface,"Contact angle is directly reported for Pt-PH, but hydrogel_properties.contact_angle_deg is not listed in the missing_focus arrays for the existing records.",2026-07-06T15:54:34,v9_remaining860
1551,10.1021/acs.analchem.5c05611,hydrogel_properties.contact_angle_deg,"{""value"":23.2,""unit"":""deg"",""raw_text"":""After antibody immobilization, the contact angle slightly increased to 23.2°""}",observed_fulltext,"After antibody immobilization, the contact angle slightly increased to 23.2°",Antifouling Evaluation of the Pt-PH Layer,Figure 5c,0.95,field_completion_v9_property_rescue_patch,antifouling_surface,"Contact angle is directly reported for the antibody-immobilized Pt-PH electrode, but this target path is not in the missing_focus arrays.",2026-07-06T15:54:34,v9_remaining860
1552,10.1021/acs.analchem.5c05611,hydrogel_properties.contact_angle_deg,"{""value"":16.0,""unit"":""deg"",""raw_text"":""The undoped hydrogel exhibited a contact angle of 16.0°""}",observed_fulltext,The undoped hydrogel exhibited a contact angle of 16.0°,Antifouling Evaluation of the Pt-PH Layer,Figure 5d,0.95,field_completion_v9_property_rescue_patch,antifouling_surface,"Contact angle is directly reported for the undoped peptide hydrogel comparator, but this target path is not in the missing_focus arrays.",2026-07-06T15:54:34,v9_remaining860
1553,10.1021/acs.analchem.5c05611,hydrogel_properties.particle_size,"{""value"":3.4,""unit"":""nm"",""raw_text"":""average diameter of ∼3.4 nm""}",observed_fulltext,The Pt nanoparticles exhibit a uniform spherical shape with an average diameter of ∼3.4 nm,Characterization of NG and Pt-PH,Figure 3d,0.9,field_completion_v9_property_rescue_patch,antifouling_surface,"This size describes the Pt nanoparticle dopant rather than the hydrogel as a whole; particle_size is only missing for the undoped hydrogel record, where it would not apply.",2026-07-06T15:54:34,v9_remaining860
1910,10.1021/acs.analchem.9b01586,hydrogel_properties.mesh_size,"{""dPG-G6"":{""value"":5.8,""unit"":""nm"",""raw_text"":""mesh size | 5.8 nm""},""dPG-G10"":{""value"":8.4,""unit"":""nm"",""raw_text"":""mesh size | 8.4 nm""}}",observed_fulltext,mesh size | 5.8 nm | 8.4 nm,Mesh Size Determination and Rheological Measurements,Table 2,0.96,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The values map to hydrogel samples, but hydrogel_properties.mesh_size is not listed in the missing_focus paths for the provided records.",2026-07-06T20:20:06,v9_remaining860
1911,10.1021/acs.analchem.9b01586,hydrogel_properties.swelling_ratio,"{""dPG-G6"":{""surface_swelling_ratio"":""12.4 ± 1.1"",""solution_swelling_ratio"":""19.6 ± 1.0""},""dPG-G10"":{""surface_swelling_ratio"":""19.8 ± 1.3"",""solution_swelling_ratio"":""35.0 ± 2.9""}}",observed_fulltext,dPG-G6 | 12.4 ± 1.1 | 19.6 ± 1.0 ... dPG-G10 | 19.8 ± 1.3 | 35.0 ± 2.9,Reversible Swelling and Hydrogel Characterization,Table 3,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The values map to hydrogel samples, but hydrogel_properties.swelling_ratio is not listed in the missing_focus paths for the provided records.",2026-07-06T20:20:06,v9_remaining860
1912,10.1021/acs.analchem.9b01586,hydrogel.gelation_time,"{""dPG-G6"":{""value"":""137 ± 8"",""unit"":""s"",""raw_text"":""tgel, 7.7 wt % ... 137 ± 8 s""},""dPG-G10"":{""value"":""364 ± 71"",""unit"":""s"",""raw_text"":""tgel, 7.7 wt % ... 364 ± 71 s""}}",observed_fulltext,dPG-G6 ... 137 ± 8 s | dPG-G10 ... 364 ± 71 s,Reversible Swelling and Hydrogel Characterization,Table 3,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The values map to hydrogel samples, but hydrogel.gelation_time is not listed in the missing_focus paths for the provided records.",2026-07-06T20:20:06,v9_remaining860
1913,10.1021/acs.analchem.9b01586,hydrogel_properties.young_modulus,"{""dPG-G6"":{""value"":""3444 ± 134"",""unit"":""Pa"",""raw_text"":""G′∞ ... 3444 ± 134 Pa""},""dPG-G10"":{""value"":""746 ± 44"",""unit"":""Pa"",""raw_text"":""G′∞ ... 746 ± 44 Pa""}}",observed_fulltext,G′∞ ... dPG-G6 | 3444 ± 134 Pa ... dPG-G10 | 746 ± 44 Pa,Reversible Swelling and Hydrogel Characterization,Table 3,0.72,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The table reports elastic/storage modulus rather than directly naming Young's modulus for each record, and hydrogel_properties.young_modulus is not listed in the missing_focus paths.",2026-07-06T20:20:06,v9_remaining860
1798,10.1021/acs.bioconjchem.7b00512,experiment.buffer,"""HEPES buffer, pH 7.5""",observed_fulltext,"10% (mol/mol) CaM* (HEPES buffer, pH 7.5)",Hydrogel Formation,,0.76,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The buffer is reported for hydrogel formation, but experiment.buffer is not in the missing_focus list for these records.",2026-07-06T19:53:36,v9_remaining860
1799,10.1021/acs.bioconjchem.7b00512,hydrogel.initiator,"""2-hydroxy-1-[4-(hydroxyethoxy)phenyl]-2-methyl-1-propanone (4.5 mM), IGRACURE 2959""",observed_fulltext,"photoinitiator 2-hydroxy-1-[4-(hydroxyethoxy)phenyl]-2-methyl-1-propanone (4.5 mM) (i.e., IGRACURE 2959)",Hydrogel Formation,,0.9,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The value is a clear hydrogel synthesis property, but hydrogel.initiator is not in the missing_focus list for these records.",2026-07-06T19:53:36,v9_remaining860
1800,10.1021/acs.bioconjchem.7b00512,hydrogel.synthesis_method,"""20 min ultraviolet-light polymerization at 365 nm""",observed_fulltext,Polymerization involved a 20 min incubation in the presence of ultraviolet light (λ ex = 365 nm).,Hydrogel Formation,,0.9,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The value applies to hydrogel formation, but hydrogel.synthesis_method is not in the missing_focus list for these records.",2026-07-06T19:53:36,v9_remaining860
1801,10.1021/acs.bioconjchem.7b00512,hydrogel.sample_format,"""hydrogel sheets formed in 200 μL aliquots within sealed cuvettes, path length 0.5 cm""",observed_fulltext,gels were formed in 200 μL aliquots within sealed cuvettes (path length = 0.5 cm),Hydrogel Formation,,0.82,field_completion_v9_property_rescue_patch,general_batch_adsorption,"This describes sample geometry, but it is not a permitted record patch path except as substrate/support, and a cuvette is not a hydrogel support.",2026-07-06T19:53:36,v9_remaining860
1419,10.1021/acs.bioconjchem.9b00568,hydrogel.crosslinker,"""N,N′-methylene-bis(acrylamide) (BIS)""",observed_fulltext,"The cross-linker N,N′-methylene-bis(acrylamide) (BIS, Sigma-Aldrich, 99%)",Materials,none,0.94,field_completion_v9_property_rescue_patch,enzyme_immobilization,"The supplied missing_focus lists crosslinker_concentration but not hydrogel.crosslinker, so this observed reagent cannot be emitted as a record patch.",2026-07-06T15:18:12,v9_remaining860
1420,10.1021/acs.bioconjchem.9b00568,hydrogel_properties.zeta_potential_mV,"{""value"":9.7,""unit"":""mV"",""raw_text"":""zeta potential = 9.70 ± 3.01 mV""}",observed_fulltext,positively charged PVCL/GMA-LPETGGRR-COOH microgels (zeta potential = 9.70 ± 3.01 mV),Sortagging of Enzymes to Peptide-Tagged PVCL/GMA Microgels,Supporting Information,0.9,field_completion_v9_property_rescue_patch,enzyme_immobilization,"This value maps to PVCL/GMA-LPETGGRR-COOH records, but zeta_potential_mV is not in the missing_focus list for those records.",2026-07-06T15:18:12,v9_remaining860
1421,10.1021/acs.bioconjchem.9b00568,hydrogel_properties.charge_class,"""positively charged""",observed_fulltext,positively charged PVCL/GMA-LPETGGRR-COOH microgels,Sortagging of Enzymes to Peptide-Tagged PVCL/GMA Microgels,Supporting Information,0.9,field_completion_v9_property_rescue_patch,enzyme_immobilization,"This directly stated charge class maps to PVCL/GMA-LPETGGRR-COOH records, but charge_class is not in the missing_focus list for those records.",2026-07-06T15:18:12,v9_remaining860
1422,10.1021/acs.bioconjchem.9b00568,protein.molecular_weight_kDa,"{""BSLA"":""20.7 kDa"",""Ym-phytase"":""47.5 kDa"",""CelA2"":""71.7 kDa"",""GGG-P450 BM3 F87A"":""118.8 kDa"",""CueO-LPETGGGRR"":""55.9 kDa"",""P450 BM3 F87A-LPETGGGRR"":""119.6 kDa""}",observed_fulltext,Molecular weight (kDa) | 20.7 | 47.5 | 71.7 | 118.8 | 55.9 | 119.6,Activity Measurements table,Table 1,0.96,field_completion_v9_property_rescue_patch,enzyme_immobilization,"Molecular weight values are clearly reported, but protein.molecular_weight_kDa is not listed in the missing_focus fields for the records.",2026-07-06T15:18:12,v9_remaining860
1256,10.1021/acs.biomac.0c00984,hydrogel.preparation_solvent,"""aqueous solvent""",observed_fulltext,more interactions with an aqueous solvent were possible,Determination of Specificity of Peptide-Proteins Interactions,,0.55,field_completion_v9_property_rescue_patch,general_batch_adsorption,The text supports an aqueous environment generally but does not give a sample-specific preparation solvent formulation for each record.,2026-07-06T14:34:33,v9_remaining860
889,10.1021/acs.biomac.1c00501,hydrogel_properties.particle_size,"{""min"":80,""max"":200,""unit"":""nm"",""raw_text"":""size ranging from 80 nm... to up to 200 nm""}",observed_fulltext,"DNA-streptavidin nanogels with the size ranging from 80 nm, for the most compact state, to up to 200 nm",Abstract,,0.75,field_completion_v9_property_rescue_patch,micro_nanogel,Particle size is supported by the article context but particle_size is not in the missing_focus list for these records.,2026-07-06T11:14:40,v9_remaining860
890,10.1021/acs.biomac.1c00501,hydrogel_properties.roughness,"{""raw_text"":""root mean square deviation (RMS) calculated from AFM grain analysis""}",observed_fulltext,The average maximum height (Max Z) and root mean square deviation (RMS) were then calculated,2.10. Height Profile Analysis of Nanogels at Optimal Streptavidin Concentration,,0.45,field_completion_v9_property_rescue_patch,micro_nanogel,The context states that RMS roughness-type analysis was performed but does not provide numeric RMS values or record-specific values.,2026-07-06T11:14:40,v9_remaining860
891,10.1021/acs.biomac.1c00501,hydrogel.substrate_or_support,"""mica slides""",observed_fulltext,Freshly cleaved mica slides... were treated... The sample (50 μL) was then deposited on the treated mica,2.8. Atomic Force Microscopy (AFM),,0.52,field_completion_v9_property_rescue_patch,micro_nanogel,"Mica is an AFM imaging support, not the support or substrate of the nanogel material itself, so it should not be assigned as hydrogel.substrate_or_support.",2026-07-06T11:14:40,v9_remaining860
24,10.1021/acs.biomac.4c01097,hydrogel.initiator,"[""ammonium persulfate (APS)"",""tetramethylethyldiamide (TEMED)""]",observed_fulltext,ammonium persulfate (APS)... tetramethylethyldiamide (TEMED),Materials,,0.6,field_completion_v9_property_rescue_patch,mip_imprinting,"The chemicals are listed in Materials, but the supplied context does not explicitly state their role as initiator/accelerator in the hydrogel synthesis for each record.",2026-07-06T06:54:31,v9_remaining860
25,10.1021/acs.biomac.4c01097,hydrogel.crosslinker,"""N,N′-methylenebis(acrylamide) (mBAm)""",observed_fulltext,mBAm as the cross-linker,Results and Discussion,,0.98,field_completion_v9_property_rescue_patch,mip_imprinting,The field is directly reported but hydrogel.crosslinker is not listed in the missing_focus for the provided records.,2026-07-06T06:54:31,v9_remaining860
26,10.1021/acs.biomac.4c01097,hydrogel.synthesis_method,"""self-assembly process forming a bulk monolith subsequently processed into microparticles""",observed_fulltext,Through a straightforward self-assembly process... forming a bulk monolith subsequently processed into microparticles,Conclusions,,0.95,field_completion_v9_property_rescue_patch,mip_imprinting,The field is directly reported but hydrogel.synthesis_method is not listed in the missing_focus for the provided records.,2026-07-06T06:54:31,v9_remaining860
1210,10.1021/acs.biomac.6c00361,hydrogel.gelation_time,"[{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 100:0 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""<1 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 90:10 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""1 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 80:20 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""2 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 70:30 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""2 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 50:50 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""4 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 30:70 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""4 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 10:90 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""8 min""},{""hydrogel_formulation"":""100:0 DMAPS:OEGMA-Ald (10 wt %) + 0:100 DMAPS:OEGMA-Hzd (20 wt %)"",""gelation_time"":""10 min""}]",observed_fulltext,Table 5. Gelation Kinetics for Hydrogels Prepared by Mixing 100:0 DMAPS:OEGMA-Ald (10 wt %) with Different Ratios of DMAPS:OEGMA-Hzd (20 wt %),Bulk Hydrogel Gelation Times,Table 5,0.95,field_completion_v9_property_rescue_patch,antifouling_surface,"Exact gelation times are sample-specific, but gelation_time is not in missing_focus for the exact 90:10, 70:30, 50:50, and DMAPS-only records; records with gelation_time missing group multiple higher-OEGMA formulations.",2026-07-06T12:47:07,v9_remaining860
1316,10.1021/acs.biomac.7b00158,hydrogel.synthesis_method,"""Thermoresponsive polyglycerol nanogels were synthesized as described previously; aminated polyglycerol nanogels were synthesized under mild conditions using a surfactant and copper free nanoprecipitation method.""",observed_fulltext,Thermoresponsive polyglycerol nanogels were synthesized as described previously. Aminated polyglycerol nanogels (10% and 30%) were synthesized under mild conditions using a surfactant and copper free nanoprecipitation method.,Nanoparticle Formation,,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,"hydrogel.synthesis_method is not listed in the missing_focus fields for the existing records, so it cannot be emitted as a record patch.",2026-07-06T14:50:11,v9_remaining860
316,10.1021/acs.biomac.7b00516,hydrogel_properties.thickness,"{""value"":12,""unit"":""nm"",""raw_text"":""average thickness of 12 ± 0.5 nm""}",observed_fulltext,"The films were homogeneous, with an average thickness of 12 ± 0.5 nm.",Chitosan Films Preparation and Stability,,0.9,field_completion_v9_property_rescue_patch,antifouling_surface,"This describes the initial bare chitosan hydrogel films before polymer brush growth, whereas the records are polymer brush-functionalized chitosan adsorption records and thickness is not in their missing_focus.",2026-07-06T08:31:07,v9_remaining860
317,10.1021/acs.biomac.7b00516,hydrogel_properties.thickness,"{""poly(HEMA) on chitosan"":{""total"":41.6,""polymer_brush"":18.0,""chitosan"":23.6,""unit"":""nm"",""raw_text"":""41.6 nm total; 18.0 nm poly(HEMA) on 23.6 nm chitosan""},""poly(MeOEGMA) on chitosan"":{""total"":48.7,""polymer_brush"":35.5,""chitosan"":13.2,""unit"":""nm"",""raw_text"":""48.7 nm total; 35.5 nm poly(MeOEGMA) on 13.2 nm chitosan""}}",observed_fulltext,The total thicknesses were 41.6 nm for poly(HEMA) on chitosan and 48.7 nm for poly(MeOEGMA) on chitosan.,Characterization of the Swelling Behavior Using In Situ Ellipsometry,,0.92,field_completion_v9_property_rescue_patch,antifouling_surface,"The values are sample-specific and supported, but thickness is not listed in the missing_focus for the existing records.",2026-07-06T08:31:07,v9_remaining860
318,10.1021/acs.biomac.7b00516,hydrogel_properties.contact_angle_deg,"{""poly(HEMA) on chitosan"":{""advancing"":""61 ± 1"",""receding"":""14 ± 1"",""unit"":""deg""},""poly(MeOEGMA) on chitosan"":{""advancing"":""57 ± 1"",""receding"":""9 ± 2"",""unit"":""deg""}}",observed_fulltext,poly(MeOEGMA) on chitosan | 57 ± 1 | 9 ± 2; poly(HEMA) on chitosan | 61 ± 1 | 14 ± 1,Dynamic Water Contact Angle,Table 1,0.97,field_completion_v9_property_rescue_patch,antifouling_surface,"The values map to the sample identities, but contact_angle_deg is not listed in the records' missing_focus.",2026-07-06T08:31:07,v9_remaining860
1896,10.1021/acs.biomac.7b00587,hydrogel_properties.young_modulus,"""Complex shear modulus |G*| values are reported, not Young's modulus.""",observed_fulltext,Absolute values of the complex shear modulus (|G*|) and phase angles (δ) were recorded as a function of time.,Gel Formation and Rheological Properties,Table 1,0.9,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The allowed missing field is Young's modulus, but the article reports complex shear modulus; assigning it as Young's modulus would change the measured property.",2026-07-06T20:13:47,v9_remaining860
154,10.1021/acs.chemmater.7b02267,hydrogel_properties.young_modulus,"{""raw_text"":""G′ modulus of 341.6 ± 53.6 Pa at 1 Hz at ratio 2; G′ modulus of 1390.5 ± 128.0 Pa at 1 Hz at ratio 0.5""}",observed_fulltext,At a ratio of 2 ... G′ modulus of 341.6 ± 53.6 Pa; At a ratio of 0.5 ... 1390.5 ± 128.0 Pa,Figure caption,fig1,0.88,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The context reports rheological storage modulus G′ for stoichiometric-ratio variants, but most record missing paths request Young's modulus and the exact ratio-to-record mapping is not consistently explicit.",2026-07-06T07:33:32,v9_remaining860
867,10.1021/acs.iecr.1c05087,hydrogel_properties.pore_size,"{""value"":74.3,""uncertainty"":16.8,""unit"":""μm"",""raw_text"":""74.3 ± 16.8 μm""}",observed_fulltext,reduced the average pore diameter of bare PEI cryogels from 159.2 ± 45.4 to 74.3 ± 16.8 μm,PEI and Urease@PEI Cryogels,Figure 1,0.87,field_completion_v9_property_rescue_patch,enzyme_immobilization,"The pore diameter is explicitly reported for Urease@PEI-3, but hydrogel_properties.pore_size is not in the missing_focus list for the Urease@PEI-3 record and cannot be patched to records 001 or 002.",2026-07-06T11:09:09,v9_remaining860
868,10.1021/acs.iecr.1c05087,hydrogel_properties.porosity_pct,"{""Urease@PEI-1"":""78.6 ± 1.6"",""Urease@PEI-2"":""76.4 ± 3.6"",""Urease@PEI-3"":""74.6 ± 4.2"",""unit"":""%""}",observed_fulltext,Urease@PEI-1 | 1806 ± 219 | 78.6 ± 1.6 | 65.4 ± 4.2 | 92.1 ± 1.9,"Comparison of Swelling, Porosity, Pore Volume, and Gel Yield% Values",Table 1,0.95,field_completion_v9_property_rescue_patch,enzyme_immobilization,"Porosity values are explicitly reported by sample, but hydrogel_properties.porosity_pct is not listed in the missing_focus fields for these records.",2026-07-06T11:09:09,v9_remaining860
869,10.1021/acs.iecr.1c05087,hydrogel_properties.swelling_ratio,"{""Urease@PEI-1"":""1806 ± 219"",""Urease@PEI-2"":""1724 ± 301"",""Urease@PEI-3"":""1873 ± 296"",""unit"":""%""}",observed_fulltext,"Table 1. Comparison of Swelling, Porosity, Pore Volume, and Gel Yield% Values of Super Porous PEI and Urease@PEI Cryogel Systems","Comparison of Swelling, Porosity, Pore Volume, and Gel Yield% Values",Table 1,0.95,field_completion_v9_property_rescue_patch,enzyme_immobilization,"Swelling values are explicitly reported by sample, but hydrogel_properties.swelling_ratio is not listed in the missing_focus fields for these records.",2026-07-06T11:09:09,v9_remaining860
665,10.1021/acs.iecr.7b01241,hydrogel_properties.contact_angle_deg,"{""PEG"":{""value"":67.9,""unit"":""deg"",""raw_text"":""PEG | 67.9""},""polyzwitterion"":{""value"":68.0,""unit"":""deg"",""raw_text"":""polyzwitterion | 68.0""}}",observed_fulltext,Contact Angles of the Hollow Fiber Membranes before and after Grafting... PEG | 67.9... polyzwitterion | 68.0,Table 1. Contact Angles,Table 1,0.98,field_completion_v9_property_rescue_patch,antifouling_surface,contact_angle_deg is directly reported but is not listed in the missing_focus paths for these records.,2026-07-06T10:14:43,v9_remaining860
666,10.1021/acs.iecr.7b01241,hydrogel_properties.grafting_density,"{""PEG"":{""value"":254,""uncertainty"":21,""unit"":""μg/cm2"",""raw_text"":""254 ± 21""},""polyzwitterion"":{""value"":115,""uncertainty"":23,""unit"":""μg/cm2"",""raw_text"":""115 ± 23""}}",observed_fulltext,grafting density (μg/cm2)... PEG | 67.9 | 254 ± 21... polyzwitterion | 68.0 | 115 ± 23,Table 1. Contact Angles,Table 1,0.98,field_completion_v9_property_rescue_patch,antifouling_surface,grafting_density is reported but is not one of the allowed patch target paths.,2026-07-06T10:14:43,v9_remaining860
667,10.1021/acs.iecr.7b01241,hydrogel_properties.thickness,"""thin or ultrathin grafted hydrogel layer""",observed_fulltext,The grafted layer is expected to be thin... formation of an ultrathin layer of polyzwitterion,3.2 PEG and Polyzwitterion Grafting,,0.75,field_completion_v9_property_rescue_patch,antifouling_surface,The article provides qualitative thickness evidence but no numeric thickness value suitable for record-level patching.,2026-07-06T10:14:43,v9_remaining860
